ID,Seasons,ContestedTile,Value,TotalNonSepSeasons,NonSepPercent,Slot_rate,best_Slot_rate,worst_Slot_rate,RR,TPRR,YPRR,TDPRR,ADOT,YAC,best_RR,best_TPRR,best_YPRR,best_TDPRR,best_ADOT,best_YAC,worst_RR,worst_TPRR,worst_YPRR,worst_TDPRR,worst_ADOT,worst_YAC,Strength_Power 5,Filter_NonSeparator,Filter_Solid,Filter_Gadget,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y,WAR,athleticism_score
Kole Wilson - 168441,2,58.49,80.07,0.0,0.0,0.37614844172221223,0.467169690158934,0.34965484026328464,0.9854080345883625,0.5442262655377409,0.6323185011709602,0.7465321563682219,0.4242478832642767,0.7753557917492344,0.9846684861133408,0.6254615508107241,0.6104511157489163,0.7851982661743458,0.536041098089581,0.8543104832236315,0.9292823888264569,0.3968534275164553,0.5764167603146573,0.6008990207095842,0.31232942687429766,0.5646171135013646,0,0,1,0,70.2,185.6,30.95,74.225,16.8,1.5060000000000002,4.412,38.1,125.2,7.0120000000000005,4.172,4.412,0.7558152510849349,79.442
Jaelon Darden - 61522,3,71.67,79.94,2.0,0.67,0.9003783102143758,0.944052014769626,0.7834323326376625,0.85209872095118,0.9592866150243199,0.9329850477391461,0.9800036029544227,0.19708160691767249,0.8250765627814808,0.8448386578905122,0.9966286723390593,0.9947021993899502,0.9977524482260395,0.6482581473751806,0.8746989886017017,0.6875903034194895,0.6526729812168888,0.3972547760475197,0.6822122331032269,0.10972868839300048,0.6596564456574089,0,1,0,0,67.625,174.0,30.625,72.5,11.2,1.536,4.426,35.2,123.0,6.9879999999999995,4.264,4.48,0.8446765860715024,72.37
Nyziah Hunter - 176556,1,12.91,79.91,1.0,1.0,0.29328049000180145,0.33560764167603147,0.33560764167603147,0.8962349126283552,0.5121599711763646,0.7883264276706899,0.8130066654656819,0.529994595568366,0.36209691947396866,0.8113661903997431,0.4934981537967571,0.7346283512602344,0.7764488681971424,0.5158131321239364,0.3775886980253652,0.8113661903997431,0.4934981537967571,0.7346283512602344,0.7764488681971424,0.5158131321239364,0.3775886980253652,1,0,1,0,73.0,198.2,32.0,76.925,19.0,1.532,4.444000000000001,36.0,127.0,6.901999999999999,4.3,4.473999999999999,0.8254577392023146,79.08399999999999
Kris Mitchell - 97659,2,36.44,79.89,1.0,0.5,0.22356332192397765,0.4763204366672018,0.05105153315138867,0.7499549630697172,0.5042334714465861,0.6121419564042515,0.6941091695190056,0.7984147000540444,0.5757521167357232,0.9548081554021512,0.7729972708299888,0.9254294429282389,0.7817466688071921,0.9674907689837855,0.8323968534275165,0.21937710707978808,0.2254776047519666,0.1605394124257505,0.0,0.2591908813613742,0.25381281104511155,1,0,1,0,72.975,193.8,31.55,76.675,18.0,1.532,4.54,37.0,125.0,7.18,4.37,4.5,0.3914837776400083,64.21400000000001
Devin McCuin - 176494,2,24.93,79.77,1.0,0.5,0.5548549810844893,0.5996147054101783,0.5679081714560925,0.7852639164114574,0.9075842190596289,0.8142676995136011,0.8126463700234192,0.2844532516663664,0.6960907944514502,0.7157649703002087,0.8711671215283352,0.8357681810884572,0.859046395890191,0.5056188794349012,0.7129555305827581,0.6932091828543907,0.8689998394605876,0.6715363621769145,0.6611013003692406,0.1407930646973832,0.613260555466367,0,0,1,0,73.55,200.4,31.7,75.9,14.6,1.5459999999999998,4.505999999999999,32.7,118.0,7.162000000000001,4.362,4.502,0.7500289315974374,65.006
Caleb Gossett - 149528,1,11.84,79.56,1.0,1.0,0.9475770131507837,0.9243859367474715,0.9243859367474715,0.42929201945595385,0.7706719509998199,0.5182849936948297,0.0,0.5739506395244101,0.13330931363718249,0.4198908331995505,0.726521110932734,0.4937389629153957,0.0,0.5570717611173543,0.15299406004174024,0.4198908331995505,0.726521110932734,0.4937389629153957,0.0,0.5570717611173543,0.15299406004174024,0,0,1,0,73.25,199.8,32.75,78.125,19.0,1.528,4.460000000000001,35.8,127.4,6.901999999999999,4.3,4.478,0.37350485637528413,79.752
John Paul Richardson - 144650,4,48.32,79.49,4.0,1.0,0.7798594847775175,0.7685824369882807,0.7127949911703323,0.9187533777697712,0.7895874617186093,0.8182309493784904,0.4964871194379391,0.1664564943253468,0.8189515402630156,0.9238240488039814,0.9142719537646492,0.7919409214962273,0.6419168405843635,0.20677476320436666,0.8042221865467972,0.736795633327982,0.5583560764167603,0.7346283512602344,0.43787124739123456,0.15684700593995826,0.7639267940279338,1,0,0,1,71.825,197.4,30.525,73.1,19.0,1.528,4.4639999999999995,36.6,123.4,6.942,4.146000000000001,4.4879999999999995,0.6779065922711304,73.13199999999999
Isaiah Horton - 162735,2,34.63,79.47,1.0,0.5,0.12268059809043416,0.190480012843153,0.1090062610370846,0.7614844172221221,0.7016753738065213,0.6245721491623131,0.7155467483336336,0.37056386236714106,0.49162313096739324,0.8350457537325413,0.798603307111896,0.7459463798362498,0.7572644084122652,0.4276769947021994,0.6444052014769626,0.5072242735591588,0.26681650345159735,0.3908331995504896,0.4872371167121528,0.3218815219136298,0.32910579547278856,1,0,1,0,74.1,198.2,32.4,77.925,16.0,1.522,4.526,37.3,125.6,7.232000000000001,4.37,4.4959999999999996,0.5253957429220913,69.58599999999998
Justin Bowick - 159603,1,17.6,79.41,1.0,1.0,0.32714826157449106,0.36779579386739447,0.36779579386739447,0.4676634840569267,0.89281210592686,0.9756800576472707,0.9313637182489641,0.7495946676274545,0.7852639164114574,0.45472788569593836,0.8540696741049928,0.9578584042382405,0.8921977845561085,0.7184941403114464,0.7510033713276609,0.45472788569593836,0.8540696741049928,0.9578584042382405,0.8921977845561085,0.7184941403114464,0.7510033713276609,0,0,1,0,73.075,201.4,31.825,77.0,18.0,1.5340000000000003,4.514,35.8,125.4,7.036000000000001,4.308,4.488,0.5787125439140318,73.45
Ricky Pearsall - 100660,3,50.28,79.35,1.0,0.33,0.7065393622770672,0.7412907368759031,0.6128592069353026,0.7827418483156188,0.554674833363358,0.7924698252567105,0.6625833183210232,0.5703476851017835,0.5761124121779859,0.9614705410178199,0.6598972547760475,0.8902713116069996,0.908653074329748,0.9044790496066785,0.7004334564135495,0.14255899823406645,0.08299887622411302,0.29611494621929685,0.0,0.28592069353026167,0.391234548081554,1,0,1,0,73.0,189.0,30.875,73.375,17.0,1.57,4.41,42.0,129.0,6.64,4.05,4.47,0.7167575945443273,79.9
John Ross - 11764,2,100.0,79.34,0.0,0.0,0.21041253828139075,0.30646973832075775,0.18437951517097448,0.7764366780760223,0.9787425689065034,0.9832462619347865,0.9926139434336155,0.7917492343721851,0.9783822734642407,0.909857119922941,0.9733504575373254,0.9784074490287366,0.987799004655643,0.8746989886017017,0.9939797720340343,0.40150907047680207,0.9070476802054904,0.96203242896131,0.9733504575373254,0.5783432332637662,0.5297800610049768,1,0,1,0,70.75,188.0,31.5,72.88,11.0,1.46,4.22,37.0,133.0,6.872,4.194000000000001,4.382,0.942217400289316,97.34
Casey Reynolds - 147315,2,8.26,79.34,2.0,1.0,0.12574310934966673,0.188553539894044,0.11687269224594637,0.4002882363538101,0.9558638083228247,0.9904521707800397,0.7580616105206269,0.9464961268239956,0.6155647631057467,0.4404398779900466,0.9945416599775245,0.9981537967571039,0.9622732380799486,0.9759993578423503,0.6318831273077541,0.3472467490768984,0.7025204687750842,0.7621608604912506,0.0,0.800529780061005,0.548242093433938,0,1,0,0,74.35,206.8,33.225,79.3,18.2,1.532,4.472,37.3,128.2,6.9399999999999995,4.248,4.497999999999999,0.47827856995246953,75.82000000000001
Jordan Faison - 171081,2,51.63,79.34,0.0,0.0,0.6542965231489821,0.8106437630438272,0.4270348370524964,0.5312556296162854,0.7474328949738785,0.9600072059088453,0.8221941992433796,0.4854981084489281,0.7582417582417582,0.6412746829346605,0.9312891314817788,0.9873976561245786,0.989645207898539,0.6577299727082999,0.7853588055867715,0.3351260234387542,0.53796757103869,0.6487397656124578,0.4243056670412586,0.3033392197784556,0.6444052014769626,1,0,1,0,71.15,182.8,30.15,72.525,18.8,1.536,4.438000000000001,35.7,123.0,7.048,4.156000000000001,4.458,0.5869787146104567,73.788
Nick Marsh - 183541,1,38.89,79.31,0.0,0.0,0.17870653936227707,0.21464119441322846,0.21464119441322846,0.8992974238875878,0.6297964330751216,0.8629075842190597,0.5903440821473608,0.5170239596469105,0.5372005044136192,0.8145769786482582,0.5919088136137421,0.8150585968855354,0.585567506822925,0.5056188794349012,0.5297800610049768,0.8145769786482582,0.5919088136137421,0.8150585968855354,0.585567506822925,0.5056188794349012,0.5297800610049768,1,0,1,0,72.95,197.2,31.425,76.65,18.2,1.546,4.556,36.8,123.6,7.098000000000001,4.34,4.514,0.7434159950402975,61.384
Khalil Shakir - 84140,4,49.47,79.2,1.0,0.25,0.6719509998198523,0.7326216086049125,0.5783432332637662,0.8083228247162674,0.9641506034948658,0.9594667627454513,0.8794811745631418,0.27490542244640603,0.7742749054224464,0.9321720982501204,0.9804944613902713,0.9703002087012361,0.9247872852785359,0.4276769947021994,0.7853588055867715,0.3189918124899663,0.8572804623535077,0.8109648418686788,0.6720982501204046,0.12345480815540215,0.7129555305827581,0,0,1,0,71.875,196.0,29.0,70.375,16.6,1.49,4.43,34.5,124.0,7.28,4.21,4.42,0.977761934283943,75.78
Mario Craver - 184754,1,17.41,79.19,1.0,1.0,0.35435056746532156,0.39508749397977205,0.39508749397977205,0.7112232030264817,0.4154206449288417,0.7166276346604216,0.7549990992613943,0.9562241037650874,0.5589983786705098,0.6436025044148338,0.41547599935784235,0.6715363621769145,0.7192165676673623,0.9461390271311607,0.548242093433938,0.6436025044148338,0.41547599935784235,0.6715363621769145,0.7192165676673623,0.9461390271311607,0.548242093433938,1,0,1,0,73.075,201.4,31.825,77.0,18.0,1.5340000000000003,4.514,35.8,125.4,7.036000000000001,4.308,4.488,0.5196094234345939,73.45
John Metchie - 97400,2,46.91,79.14,0.0,0.0,0.4802738245361196,0.5847648097607963,0.3480494461390271,0.9039812646370023,0.7701315078364259,0.6838407494145199,0.7805800756620429,0.24932444604575751,0.6825797153666006,0.982581473751806,0.8909937389629154,0.8887461871889549,0.7883287847166479,0.6277091025846845,0.7941884732701878,0.21937710707978808,0.24755177396050732,0.055305827580671055,0.0,0.06092470701557232,0.2956333279820196,1,0,1,0,71.25,187.0,30.625,73.375,15.0,1.548,4.558,35.0,121.8,7.144,4.25,4.46,0.8665819384170284,66.4
Dede Westbrook - 11865,2,100.0,79.09,0.0,0.0,0.27220320662943615,0.38208380157328625,0.2287686627066945,0.9751396144838768,0.7434696451089894,0.9722572509457755,0.9508196721311475,0.6303368762385155,0.9464961268239956,0.9593032589500723,0.9094557713918767,0.9921335687911382,0.9892438593674747,0.7021993899502328,0.9528816824530422,0.9075292984427678,0.3925991330871729,0.6715363621769145,0.571440038529459,0.4960667843955691,0.8609728688393,1,0,1,0,71.88,178.0,30.63,72.38,13.8,1.542,4.442,34.1,121.2,6.843999999999999,4.1160000000000005,4.402,0.9829282909692085,72.06
Jackson Meeks - 146714,1,6.39,78.79,1.0,1.0,0.2102323905602594,0.40921496227323806,0.06774763204366673,0.48441722212214017,0.8805620608899297,0.7371644748693928,0.7268960547649073,0.8859664925238696,0.6699693748874077,0.9715042542944293,0.9450955209503933,0.8604109808958099,0.7575854872371167,0.9965484026328464,0.9727885695938353,0.0,0.13332798201958582,0.2573446781184781,0.0,0.3476480976079628,0.19898860170171778,1,0,1,0,74.35,206.8,33.225,79.3,18.2,1.548,4.49,37.6,127.0,6.9319999999999995,4.33,4.497999999999999,0.6903058483157677,75.82000000000001
Dorian Singer - 146243,4,23.76,78.78,2.0,0.5,0.46225905242298687,0.5685503291057955,0.3562369561727404,0.9101062871554675,0.6130426950099082,0.7602233831742028,0.5036930282831922,0.702576112412178,0.6025941271842912,0.991651950553861,0.8162626424787285,0.8357681810884572,0.6749076898378552,0.7802215443891475,0.8804784074490287,0.5099534435703965,0.20524963878632205,0.40247230695135655,0.0,0.5783432332637662,0.27861615026489,1,0,1,0,73.15,203.2,31.775,75.85,14.6,1.544,4.478,33.9,120.0,7.162000000000001,4.362,4.502000000000001,0.778753874767514,69.818
Chase Roberts - 147528,3,39.51,78.76,1.0,0.33,0.5467483336335796,0.6120565098731738,0.49397977203403437,0.8303008466942893,0.7933705638623672,0.8787605836786164,0.7841830300846694,0.7645469284813547,0.6647450909745992,0.8459624337774924,0.8671536362176915,0.9174827420131643,0.8052656927275647,0.8201958580831594,0.7510033713276609,0.5947182533311928,0.6199229410820356,0.7346283512602344,0.6670412586289934,0.6577299727082999,0.3775886980253652,1,0,1,0,72.775,198.0,31.375,76.05,17.2,1.546,4.556,36.8,123.6,7.098000000000001,4.34,4.508,0.8512895226286423,65.55
Jonathan Brady - 156940,3,26.95,78.75,1.0,0.33,0.7177085209872095,0.9308877829507144,0.1638304703804784,0.859845072959827,0.4501891551071879,0.6229508196721312,0.6784363177805801,0.5833183210232391,0.6647450909745992,0.8307914593032589,0.5269706212875261,0.7621608604912506,0.7214641194413228,0.7425750521753091,0.8868999839460587,0.6412746829346605,0.33954085728046235,0.4250280943971745,0.5821961791619843,0.3033392197784556,0.2956333279820196,1,0,1,0,73.55,200.4,31.7,75.9,15.0,1.546,4.505999999999999,32.7,118.0,7.208,4.35,4.502000000000001,0.5946249225046497,65.006
Ismael Cisse - 176609,1,52.35,78.73,0.0,0.0,0.5845793550711583,0.611976240166961,0.611976240166961,0.7112232030264817,0.3527292379751396,0.37380652134750497,0.575031525851198,0.21509637903080525,0.6710502612141956,0.6436025044148338,0.3604912506020228,0.3646652753250923,0.5734467811847809,0.22732380799486274,0.6444052014769626,0.6436025044148338,0.3604912506020228,0.3646652753250923,0.5734467811847809,0.22732380799486274,0.6444052014769626,1,0,0,1,71.5,180.2,30.35,73.025,18.2,1.5240000000000002,4.394,36.7,125.0,7.048,4.156000000000001,4.430000000000001,0.28609010126059103,76.264
Chris Dawn - 172326,1,52.64,78.67,0.0,0.0,0.7504954062331112,0.8106437630438272,0.6078824851501043,0.4337957124842371,0.7270762024860385,0.6879841470005404,0.8330030625112592,0.15690866510538642,0.6339398306611421,0.7087815058596886,0.8434740728848933,0.6536362176914432,0.9021512281265051,0.2591908813613742,0.7408091186386258,0.19947021993899502,0.5972868839300048,0.6439235832396853,0.0,0.13421094878792744,0.5297800610049768,0,0,0,1,71.5,180.2,30.35,73.025,18.2,1.5240000000000002,4.394,36.7,125.0,7.048,4.156000000000001,4.430000000000001,0.590078528621616,76.264
Oran Singleton - 145589,1,32.77,78.54,0.0,0.0,0.667447306791569,0.8401027452239525,0.45119601862257186,0.7885065753918213,0.765807962529274,0.5134210052242839,0.4294721671770852,0.1920374707259953,0.4770311655557557,0.9417241932894526,0.7953925188633809,0.6000160539412426,0.6390271311607,0.3476480976079628,0.6318831273077541,0.3407449028736555,0.2602343875421416,0.37036442446620643,0.4315299406004174,0.10972868839300048,0.32910579547278856,0,0,1,0,73.825,200.0,32.225,78.0,15.0,1.522,4.482,38.7,128.2,7.258,4.43,4.476000000000001,0.7339098987394089,70.232
NKeal Harry - 48297,3,42.94,78.53,1.0,0.33,0.37614844172221223,0.5789853909134692,0.12016375020067427,0.9908124662223022,0.8218339038011169,0.8785804359574851,0.8077823815528734,0.47162673392181587,0.7602233831742028,0.9893241290736876,0.9137100658211591,0.9338577620805908,0.8799967892117515,0.5681489805747311,0.8323968534275165,0.938834483865789,0.5108364103387382,0.4739926151870284,0.596564456574089,0.39821801252207417,0.6444052014769626,1,0,1,0,74.375,228.0,33.0,78.25,27.0,1.55,4.53,38.5,122.0,7.109999999999999,4.216,4.470000000000001,0.9901611903285803,78.04
Jaden Smith - 102637,1,7.01,78.52,1.0,1.0,0.11943793911007025,0.35222347086209665,0.0,0.6595208070617906,0.7195099981985228,0.7141055665645829,0.7476130426950099,0.7169879301026842,0.6128625472887768,0.949831433616953,0.7286883930004816,0.8517418526248194,0.9902873655482421,0.8884251083641034,0.9323326376625461,0.009231016214480655,0.5165355594798523,0.24032750040134854,0.0,0.36899983946058756,0.2332637662546155,0,0,1,0,74.35,206.8,33.225,79.3,18.2,1.548,4.49,37.6,127.0,6.9319999999999995,4.33,4.497999999999999,0.5766460012399256,75.82000000000001
Tyler Vaughns - 40283,4,31.4,78.48,1.0,0.25,0.1821293460637723,0.3965323486916038,0.05394124257505217,0.9720771032246442,0.6861826697892272,0.7324806341199784,0.7139254188434516,0.5845793550711583,0.2900378310214376,0.9915716808476481,0.7951517097447424,0.7569433295874137,0.7435382886498635,0.5984909295231979,0.43193128913148177,0.7087815058596886,0.4864344196500241,0.615187028415476,0.6566864665275325,0.536041098089581,0.2103066302777332,1,0,1,0,74.0,184.0,32.875,79.0,13.4,1.56,4.57,33.5,121.4,6.952000000000001,4.2139999999999995,4.47,0.9271316387683406,51.0
Amare Thomas - 173349,2,52.34,78.37,2.0,1.0,0.6321383534498288,0.6600577941884733,0.6220902231497832,0.8683120158529994,0.9454152404972077,0.8248964150603495,0.8731760043235453,0.07746352008647091,0.6960907944514502,0.8950072242735592,0.9662064536843795,0.8043024562530101,0.8757424947824691,0.13421094878792744,0.7510033713276609,0.6362979611494622,0.8673141756301171,0.7346283512602344,0.7230695135655804,0.05771391876705731,0.5646171135013646,0,0,0,1,72.225,189.6,30.575,73.525,18.2,1.53,4.441999999999999,36.3,123.6,7.048,4.156000000000001,4.454000000000001,0.7709010126059104,76.602
Rico Flores - 171083,2,18.77,78.23,1.0,0.5,0.511799675734102,0.6358966126183978,0.4471825333119281,0.6346604215456675,0.7236533957845434,0.7198702936407855,0.39848675914249687,0.6424067735543145,0.8711943793911007,0.6536362176914432,0.7191362979611494,0.6993096805265693,0.5455931931289132,0.6277091025846845,0.8543104832236315,0.42550971263445175,0.5032910579547278,0.6104511157489163,0.4205329908492535,0.6077219457376786,0.7941884732701878,1,0,1,0,74.25,209.2,32.05,77.25,17.0,1.5420000000000003,4.564,33.3,120.8,7.036,4.27,4.5280000000000005,0.41256251291589174,67.946
Kamdyn Benjamin - 123241,2,40.84,78.2,0.0,0.0,0.5818771392541884,0.6507465082677797,0.5430245625301011,0.9614483876778959,0.892271662763466,0.8677715726896055,0.808142676995136,0.7007746352008647,0.4990091875337777,0.9695777813453202,0.8770268100818751,0.8887461871889549,0.8416278696419971,0.7648097607962755,0.5297800610049768,0.80374056830952,0.8076737839139508,0.718815219136298,0.7029218173061487,0.5476802054904479,0.46508267779739926,0,0,1,0,73.375,204.6,32.0,76.675,18.2,1.546,4.556,36.8,123.6,7.087999999999999,4.362,4.516,0.8395102293862369,71.05799999999999
Jared Brown - 147081,3,45.29,78.17,2.0,0.67,0.7058187713925419,0.8559961470541018,0.35222347086209665,0.7868852459016393,0.8654296523148982,0.9122680598090435,0.7822014051522248,0.25815168438119257,0.9684741488020177,0.8145769786482582,0.87381602183336,0.9133889869963076,0.8364103387381602,0.6753893080751324,0.9805747310964842,0.4404398779900466,0.7778937229089742,0.7758067105474394,0.5331513886659175,0.07288489324129074,0.8384973510996949,1,1,0,0,71.05,190.2,30.525,73.55,19.4,1.5240000000000002,4.488,35.9,122.0,6.942,4.146000000000001,4.470000000000001,0.6557945856581938,70.06800000000001
Nate Bennett - 143759,2,16.59,78.14,2.0,1.0,0.5579174923437219,0.6746668807192165,0.23109648418686787,0.9594667627454513,0.2212214015492704,0.4309133489461358,0.45775535939470363,0.4397405872815709,0.4202846333993875,0.9786482581473752,0.30622892920211914,0.45793867394445337,0.5481618237277252,0.5258468454005458,0.5143682774121047,0.7585487237116713,0.16358966126183977,0.37036442446620643,0.3970942366350939,0.3476480976079628,0.3441965002408091,0,1,0,0,73.95,204.0,32.625,77.85,17.2,1.5340000000000003,4.514,35.8,125.4,6.95,4.304,4.534000000000001,0.4555466005373011,69.428
Jalen Tolbert - 61637,3,19.73,78.06,2.0,0.67,0.25779138893892994,0.5851661582918607,0.04567346283512602,0.8985768330030625,0.862547288776797,0.8895694469464961,0.8481354710862907,0.8519185732300486,0.827958926319582,0.9795312249157168,0.9054422860812329,0.9674907689837855,0.8463637823085568,0.9298442767699471,0.9506341306790818,0.15805105153315138,0.6063573607320597,0.5097929041579707,0.0,0.5056188794349012,0.46508267779739926,0,1,0,0,73.125,194.0,32.25,76.375,15.4,1.54,4.49,36.0,123.0,7.08,4.326,4.46,0.9415974374870841,66.91
Eric Rivers - 144279,2,54.96,77.92,0.0,0.0,0.4094757701315078,0.498073527050891,0.3799967892117515,0.8785804359574851,0.8385876418663304,0.9301026842010448,0.9347865249504593,0.6517744550531436,0.6960907944514502,0.8448386578905122,0.9406004174024724,0.9835447102263606,0.9728688393000482,0.8201958580831594,0.8042221865467972,0.729731899181249,0.4156365387702681,0.4675710386899984,0.5184620324289613,0.37943490126826135,0.4799325734467812,0,0,1,0,71.9,183.0,30.7,74.825,16.8,1.516,4.364,36.3,126.4,6.956,4.138,4.454,0.8868340566232693,81.09200000000001
Ricky White - 129639,4,39.42,77.89,1.0,0.25,0.5114393802918393,0.5889388344838657,0.48884251083641034,0.9034408214736084,0.9508196721311475,0.9504593766888849,0.8726355611601513,0.5977301387137453,0.7085209872095118,0.946540375662225,0.9845882164071279,0.9891635896612618,0.9540857280462354,0.8650666238561567,0.7853588055867715,0.3754214159576176,0.5472788569593835,0.5672660138063895,0.5851661582918607,0.22732380799486274,0.49783271793225237,0,0,1,0,73.125,184.0,31.75,76.0,14.8,1.55,4.61,36.0,123.0,7.068,4.214,4.48,0.9335379210580699,61.03
Jaylin Noel - 125155,3,57.06,77.83,2.0,0.67,0.7517564402810304,0.7546957778134532,0.6936105313854551,0.9396505134210053,0.8796613222842731,0.8227346424067735,0.725094577553594,0.14069537020356693,0.7014952260853901,0.9756782790174988,0.9202921817306149,0.922780542623214,0.8696419971102906,0.5783432332637662,0.8145769786482582,0.6436025044148338,0.7046074811366191,0.43658693209182853,0.0,0.02062931449670894,0.43193128913148177,1,1,0,0,70.25,194.0,29.5,73.75,23.0,1.51,4.39,41.5,134.0,6.82,4.17,4.47,0.8564558793139079,90.55
Tyler Johnson - 48054,4,41.23,77.71,1.0,0.25,0.6254728877679697,0.7856798844116231,0.2681810884572162,0.8375067555395425,0.9765807962529274,0.9616285353990272,0.9699153305710683,0.5707079805440461,0.5494505494505495,0.8950072242735592,0.9886017017177717,0.9849895649381923,0.9711831754695778,0.8074329747953123,0.7639267940279338,0.45472788569593836,0.5517739605073045,0.34997591908813613,0.5218333600899021,0.28592069353026167,0.1391876705731257,1,0,1,0,73.375,206.0,30.875,75.0,14.6,1.5459999999999998,4.5520000000000005,35.8,123.2,7.198,4.406000000000001,4.52,0.9690824550526969,64.45
Roc Taylor - 144283,3,19.1,77.69,2.0,0.67,0.10466582597730138,0.2591908813613742,0.06774763204366673,0.8257971536660061,0.8528193118357053,0.8360655737704918,0.4510898937128445,0.7495946676274545,0.5191857323004864,0.9511960186225719,0.8852143201155884,0.9191684058436346,0.5805105153315139,0.9181248996628673,0.8609728688393,0.26673623374538447,0.6716166318831273,0.5221544389147535,0.0,0.38818429924546477,0.22234708620966448,0,1,0,0,73.875,213.0,32.25,78.25,15.6,1.53,4.49,30.5,122.0,7.0840000000000005,4.319999999999999,4.48,0.8293841702831164,71.65
Brenden Rice - 131692,3,26.39,77.68,1.0,0.33,0.2702215816969915,0.4559319312891315,0.09881200834804944,0.723473248063412,0.6546568185912448,0.8139074040713385,0.9365880021617726,0.6099801837506755,0.9425328769591065,0.8459624337774924,0.7991651950553861,0.9378712473912345,0.9824209343393803,0.8201958580831594,0.9939797720340343,0.3189918124899663,0.4795312249157168,0.5520950393321561,0.6670412586289934,0.36899983946058756,0.5992936265853267,1,0,1,0,74.375,208.0,33.0,78.0,13.0,1.55,4.5,36.5,119.0,7.167999999999999,4.522,4.5,0.6737735069229179,67.27
Cody White - 61448,3,20.24,77.64,2.0,0.67,0.4802738245361196,0.5699149141114144,0.4792904157970782,0.9430733201225004,0.798234552332913,0.7764366780760223,0.6625833183210232,0.5944874797333813,0.4743289497387858,0.9770428640231177,0.8331192807834323,0.7815058596885536,0.725878953283031,0.6386257826296355,0.613260555466367,0.7648900305024884,0.7046074811366191,0.6800449510354792,0.4795312249157168,0.4960667843955691,0.3775886980253652,1,1,0,0,75.375,217.0,32.5,79.25,14.4,1.56,4.66,35.5,120.0,7.19,4.52,4.62,0.8862140938210374,62.57
Jacob Cowing - 100894,5,47.47,77.5,2.0,0.4,0.7737344622590524,0.9687750842831915,0.6999518381762723,0.9484777517564403,0.9387497748153486,0.9490181949198343,0.8645289137092416,0.6330390920554855,0.7598630877319402,0.9846684861133408,0.9662867233905924,0.9889227805426232,0.9403596082838337,0.9152351902392037,0.8609728688393,0.6851019425268904,0.8448386578905122,0.7459463798362498,0.6627869641997111,0.11815700754535238,0.5143682774121047,1,0,1,0,68.375,168.0,29.25,69.125,12.2,1.54,4.38,36.0,119.0,7.02,4.32,4.42,0.9763153544120686,72.31
Jalen Moss - 163408,2,48.57,77.36,0.0,0.0,0.4910826878039993,0.5472788569593835,0.5084283191523519,0.9794631597910286,0.5060349486578994,0.6233111151143939,0.692667987749955,0.3361556476310575,0.6155647631057467,0.97431369401188,0.5575533793546316,0.590704768020549,0.6964199711029058,0.36899983946058756,0.6444052014769626,0.900947182533312,0.4357842350296998,0.5764167603146573,0.6245785840423824,0.3218815219136298,0.5297800610049768,0,0,1,0,70.775,186.0,29.75,71.3,19.0,1.5320000000000003,4.426,37.1,123.2,6.996,4.146000000000001,4.426,0.6849328373630915,70.878
Darrell Gill - 176036,1,4.12,77.28,1.0,1.0,0.4501891551071879,0.49397977203403437,0.48426713758227646,0.5971896955503513,0.1983426409655918,0.28481354710862905,0.5000900738605657,0.40226986128625475,0.745451270041434,0.8164231818911543,0.3072724353828865,0.6956975437469899,0.586851822122331,0.8260555466366993,0.7853588055867715,0.385455129234227,0.12578262963557554,0.1174345801894365,0.47808637020388506,0.20043345641354954,0.5143682774121047,1,0,1,0,74.775,210.0,32.975,79.5,18.2,1.548,4.49,37.6,127.0,6.9319999999999995,4.33,4.476,0.2443459392436454,76.99600000000001
LaJohntay Wester - 123616,5,53.58,77.21,4.0,0.8,0.8227346424067735,0.8412265211109328,0.7099052817466688,0.9484777517564403,0.9007386056566384,0.8003963249864889,0.8409295622410377,0.17798594847775176,0.6708701134930644,0.9937389629153958,0.9829828222828705,0.9276769947021994,0.8543907529298442,0.38818429924546477,0.8323968534275165,0.3407449028736555,0.4372290897415316,0.45793867394445337,0.6390271311607,0.08821640712794991,0.4799325734467812,1,0,0,1,69.625,163.0,29.75,72.625,11.2,1.53,4.46,32.0,121.0,6.9239999999999995,4.286,4.49,0.9426307088241372,67.54
JJ Jenkins - 109592,1,10.86,77.16,1.0,1.0,0.16879841470005405,0.20324289613100016,0.20324289613100016,0.8650693568726355,0.7304990091875337,0.7883264276706899,0.7549990992613943,0.8142676995136011,0.5589983786705098,0.7737999678921175,0.6896773157810242,0.7346283512602344,0.7192165676673623,0.7802215443891475,0.548242093433938,0.7737999678921175,0.6896773157810242,0.7346283512602344,0.7192165676673623,0.7802215443891475,0.548242093433938,0,0,1,0,74.275,205.6,32.925,79.25,18.2,1.538,4.506,35.6,125.6,6.9879999999999995,4.324,4.497999999999999,0.633269270510436,75.25
