ID,Seasons,ContestedTile,Value,TotalNonSepSeasons,NonSepPercent,Slot_rate,best_Slot_rate,worst_Slot_rate,RR,TPRR,YPRR,TDPRR,ADOT,YAC,best_RR,best_TPRR,best_YPRR,best_TDPRR,best_ADOT,best_YAC,worst_RR,worst_TPRR,worst_YPRR,worst_TDPRR,worst_ADOT,worst_YAC,Strength_Power 5,Filter_NonSeparator,Filter_Solid,Filter_Gadget,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y,WAR,athleticism_score
Jaden Greathouse - 171085,2,39.85,97.95,1.0,0.5,0.7232931003422807,0.8750200674265532,0.6104511157489163,0.7375247703116555,0.4554134390199964,0.7766168257971536,0.8908304809944154,0.36317780580075665,0.7820212574310935,0.7757264408412265,0.49181248996628674,0.8043024562530101,0.9528014127468294,0.456895167763686,0.7737999678921175,0.5370043345641355,0.36899983946058756,0.6300369240648579,0.718815219136298,0.28592069353026167,0.7129555305827581,1,0,1,0,72.15,194.8,31.7,76.0,14.2,1.4899999999999998,4.433999999999999,37.4,126.6,6.958,4.228,4.448,0.7351498243438727,81.01599999999999
WanDale Robinson - 101735,2,61.16,97.84,1.0,0.5,0.7486939290217979,0.7120725638144164,0.7116712152833521,0.8947937308593046,0.9872095117996758,0.9643307512159971,0.7267159070437759,0.19870293640785444,0.6670870113493065,0.9126665596403917,0.9909295231979451,0.983223631401509,0.8227644886819714,0.39821801252207417,0.6859849092952319,0.6790817145609247,0.9037566222507626,0.7730775405362016,0.4138706052335848,0.09696580510515332,0.5866110130036924,1,0,0,1,68.0,178.0,27.625,67.625,12.4,1.59,4.44,34.5,118.0,6.952000000000001,4.264000000000001,4.45,0.9748687745401943,64.19
Jacory Barney - 183547,1,41.31,97.75,1.0,1.0,0.7697712123941632,0.7294108203563975,0.7294108203563975,0.8294001080886326,0.946676274545127,0.6842010448567826,0.0,0.11565483696631237,0.735002702215817,0.7419328945256061,0.9202921817306149,0.6439235832396853,0.0,0.13003692406485792,0.7004334564135495,0.7419328945256061,0.9202921817306149,0.6439235832396853,0.0,0.13003692406485792,0.7004334564135495,1,0,0,1,72.15,194.8,31.7,76.0,15.6,1.4899999999999998,4.433999999999999,37.4,126.6,6.958,4.279999999999999,4.448,0.7975594131018806,81.01599999999999
Keshaun Singleton - 175325,1,52.35,97.58,0.0,0.0,0.21491623130967394,0.2521271472146412,0.2521271472146412,0.7380652134750495,0.2977841830300847,0.7414880201765448,0.7360835885426049,0.6973518284993695,0.7468924518104846,0.6646331674426071,0.3109648418686788,0.6913629796114946,0.700754535238401,0.6669609889227806,0.7129555305827581,0.6646331674426071,0.3109648418686788,0.6913629796114946,0.700754535238401,0.6669609889227806,0.7129555305827581,0,0,1,0,72.625,196.8,31.15,76.175,16.6,1.544,4.484,34.3,123.6,7.0200000000000005,4.340000000000001,4.434,0.5834655920644761,73.27599999999998
Jayden Higgins - 150240,2,25.95,97.34,1.0,0.5,0.44460457575211676,0.5594798523037405,0.1090062610370846,0.9538821833903801,0.8486759142496847,0.9093856962709421,0.8207530174743289,0.7306791569086651,0.5105386416861827,0.9703002087012361,0.9299245464761599,0.9587413710065821,0.8486113340825172,0.8201958580831594,0.7941884732701878,0.8113661903997431,0.453684379515171,0.45280141274682933,0.586851822122331,0.5681489805747311,0.2956333279820196,1,0,1,0,76.125,214.0,33.125,80.0,15.6,1.53,4.47,39.0,128.0,7.108,4.242,4.52,0.9546166563339533,89.66
CeeDee Lamb - 61570,3,41.47,97.12,0.0,0.0,0.4195640425148622,0.565018462032429,0.28319152351902394,0.9546027742749055,0.7724734282111332,0.978021978021978,0.967032967032967,0.6766348405692668,0.9495586380832283,0.9302456253010114,0.8753411462514047,0.9912506020227966,0.9842671375822765,0.6753893080751324,0.9727885695938353,0.851982661743458,0.5214320115588377,0.8604109808958099,0.8396211269866752,0.6277091025846845,0.8543104832236315,1,0,1,0,73.625,198.0,32.25,76.625,11.0,1.46,4.5,34.5,124.0,7.0600000000000005,4.388000000000001,4.45,0.9907811531308122,74.07
Tee Higgins - 61211,3,13.89,97.06,3.0,1.0,0.340839488380472,0.47254776047519664,0.23109648418686787,0.7785984507295983,0.9589263195820573,0.9888308412898577,0.9855881823094937,0.8749774815348585,0.7913889389299226,0.8307914593032589,0.9855514528816824,0.9867554984748755,0.9820195858083159,0.8650666238561567,0.8685984909295232,0.3585647776529138,0.8984588216407128,0.9564938192326216,0.8671536362176915,0.8305506501846204,0.6596564456574089,1,1,0,0,75.625,216.0,34.125,81.0,16.2,1.564,4.618,34.9,123.0,7.178,4.4399999999999995,4.47,0.9666026038437694,62.67
Puka Nacua - 100632,2,31.15,97.0,1.0,0.5,0.37614844172221223,0.5976079627548563,0.0,0.46424067735543145,0.9724373986669068,0.990091875337777,0.9574851378130067,0.6303368762385155,0.9070437758962349,0.6826938513405041,0.9923743779097769,0.9956654358645047,0.9947021993899502,0.8958901910419008,0.9578584042382405,0.13059881200834805,0.6221704928559961,0.9191684058436346,0.7937871247391235,0.07288489324129074,0.7309359447744421,1,0,1,0,73.625,201.0,31.5,74.875,15.0,1.548,4.529999999999999,33.3,117.4,7.056,4.378,4.47,0.7417627609010126,55.53
Kadarius Toney - 61245,3,70.9,96.88,3.0,1.0,0.6818591244820753,0.8106437630438272,0.21247391234548083,0.5499909926139435,0.8387677895874617,0.957124842370744,0.8773194019095658,0.05998919113673212,0.9821653756079985,0.9075292984427678,0.9553700433456414,0.9873173864183657,0.9239845882164072,0.17378391395087495,0.9970300208701236,0.20444694172419328,0.7214641194413228,0.7840744902873655,0.0,0.017498795954406808,0.8042221865467972,1,0,0,1,71.625,193.0,31.25,74.75,11.2,1.4999999999999998,4.406,37.2,127.6,6.944,4.224,4.38,0.7632548047117174,85.77
DeVonta Smith - 61100,3,46.95,96.78,0.0,0.0,0.39056025941271844,0.5987317386418366,0.09568148980574731,0.9124482075301747,0.8245361196180868,0.9628895694469465,0.9830661142136552,0.6287155467483336,0.9281210592686002,0.9548081554021512,0.9806550008026971,0.9953443570396532,0.9955851661582918,0.9298442767699471,0.9752769304864344,0.5772997270829989,0.041900786643120885,0.2352705089099374,0.781826938513405,0.2939476641515492,0.6596564456574089,1,0,1,0,72.25,170.0,31.125,78.25,15.4,1.5299999999999998,4.454,35.5,123.6,6.974000000000001,4.362,4.4,0.9643294069022526,71.76
Evan Boyd - 171223,1,36.21,96.67,0.0,0.0,0.3597549990992614,0.4004655642960347,0.4004655642960347,0.5943073320122501,0.31453792109529816,0.7504954062331112,0.6735723293100342,0.3943433615564763,0.6025941271842912,0.5553860972868839,0.32589500722427356,0.6993096805265693,0.652512441804463,0.39821801252207417,0.5866110130036924,0.5553860972868839,0.32589500722427356,0.6993096805265693,0.652512441804463,0.39821801252207417,0.5866110130036924,0,0,1,0,72.15,197.4,31.725,75.875,13.0,1.5100000000000002,4.446,38.3,128.0,6.981999999999999,4.3100000000000005,4.478,0.6169435833849969,81.22
Elijah Sarratt - 159499,2,19.29,96.57,1.0,0.5,0.2673392181588903,0.3305506501846203,0.28576015411783595,0.9655917852639164,0.8425508917312196,0.9688344442442803,0.9061430372905783,0.6060169338857864,0.6310574671230409,0.9458179483063092,0.8074329747953123,0.9531224915716808,0.8872210627709103,0.7257986835768181,0.6718574410017659,0.8741371006582116,0.7937871247391235,0.9392358323968534,0.8367314175630117,0.4276769947021994,0.5297800610049768,1,0,1,0,75.0,210.6,32.425,78.15,16.2,1.5459999999999998,4.552,35.7,122.0,7.052000000000001,4.354,4.502000000000001,1.0017338293035751,72.498
Jamaal Pritchett - 155624,2,54.95,96.3,1.0,0.5,0.6914069537020356,0.7331834965484026,0.5406967410499277,0.8387677895874617,0.8791208791208791,0.810304449648712,0.9045217078003963,0.25454872995856603,0.9056025941271842,0.9511960186225719,0.985230374056831,0.976159897254776,0.9235832396853427,0.47607962754856314,0.9070476802054904,0.2362337453844919,0.023679563332798203,0.06550008026970622,0.0,0.1407930646973832,0.8323968534275165,0,0,1,0,72.05,195.8,30.975,74.125,16.6,1.53,4.482,35.2,122.2,6.947999999999999,4.292,4.422,0.9267183302335193,74.532
Quintez Cephus - 29614,2,11.12,96.23,2.0,1.0,0.4984687443703837,0.5927115106758709,0.3634612297318992,0.5892631958205728,0.9164114573950639,0.9524410016213295,0.9482976040353089,0.774635200864709,0.6825797153666006,0.7855193449991973,0.9604270348370525,0.976159897254776,0.980093112859207,0.8459624337774924,0.7309359447744421,0.2512441804462996,0.03716487397656124,0.5570717611173543,0.0,0.6577299727082999,0.5143682774121047,1,1,0,0,72.875,202.0,32.125,77.0,23.0,1.59,4.73,38.5,124.0,7.2,4.33,4.56,0.838890266584005,62.7
