ID,Last_Season,target,predicted_label,Diff,min_label,mean_label,max_label,Seasons,ContestedTile,Value,TotalNonSepSeasons,NonSepPercent,Slot_rate,best_Slot_rate,worst_Slot_rate,RR,TPRR,YPRR,TDPRR,ADOT,YAC,best_RR,best_TPRR,best_YPRR,best_TDPRR,best_ADOT,best_YAC,worst_RR,worst_TPRR,worst_YPRR,worst_TDPRR,worst_ADOT,worst_YAC,Strength_Power 5,Filter_NonSeparator,Filter_Solid,Filter_Gadget,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y,WAR,athleticism_score,athleticism_sentiment,playmaking_sentiment,off-field_sentiment
Temuchin Hodges - 11956,2016,8.64,12.38,3.74,7.53,11.93,15.42,1,100.0,28.71,0.0,0.0,0.3703837146460097,0.41130197463477286,0.41130197463477286,0.9850477391460998,0.5719690145919654,0.650333273284093,0.809764006485318,0.7984147000540444,0.2102323905602594,0.9623535077861615,0.541820516936908,0.6104511157489163,0.772836731417563,0.7648097607962755,0.2332637662546155,0.9623535077861615,0.541820516936908,0.6104511157489163,0.772836731417563,0.7648097607962755,0.2332637662546155,1,0,1,0,78.0,257.0,32.5,78.0,18.0,1.59,4.57,39.0,134.0,6.948,4.45,4.5,0.808305435007233,85.77,0.189308,-0.5410663332000001,-0.6992826665999999
Javon Wims - 41406,2017,22.21,12.33,-9.88,10.42,12.67,15.91,2,51.79,60.25,1.0,0.5,0.30156728517384257,0.43979772034034353,0.20324289613100016,0.7703116555575572,0.7879661322284273,0.7375247703116555,0.8214736083588543,0.7231129526211494,0.23563321923977662,0.7700272917001124,0.8671536362176915,0.9151549205329909,0.9075292984427678,0.7184941403114464,0.3104832236314015,0.6088457216246589,0.47832717932252367,0.28238882645689517,0.43554342591106116,0.6577299727082999,0.2103066302777332,1,0,1,0,74.875,215.0,31.5,77.25,12.2,1.62,4.53,33.5,113.0,7.0,4.264,4.542,0.7033250671626369,62.97,0.056268333400000016,-0.4582638096,-0.7694138096
Justin Shorter - 84376,2022,9.1,12.18,3.08,9.49,12.98,16.94,3,22.33,38.23,2.0,0.67,0.36804179427130246,0.47864825814737516,0.03692406485792262,0.6780760223383174,0.43739866690686363,0.502431994235273,0.5087371644748694,0.7670689965771933,0.22428391280850296,0.8974955851661582,0.6649542462674587,0.8902713116069996,0.7466688071921657,0.925349173222026,0.548242093433938,0.11671215283352063,0.11823727725156526,0.1074008669128271,0.0,0.4379515170974474,0.11976240166960989,1,1,0,0,76.25,229.0,33.75,82.375,18.0,1.59,4.55,35.5,126.0,7.110000000000001,4.3660000000000005,4.53,0.25137218433560654,73.46,-0.6061,-0.3429,-0.22914
JMon Moore - 48316,2017,10.28,12.03,1.75,9.67,12.55,15.76,2,65.97,54.47,0.0,0.0,0.10232390560259413,0.21464119441322846,0.04334564135495264,0.8776796973518285,0.8573230048639885,0.7375247703116555,0.8501170960187353,0.8067014952260854,0.8459736984327149,0.948547118317547,0.9385134050409375,0.9470219938995024,0.9204527211430407,0.9523197945095521,0.9472628030181409,0.15805105153315138,0.2171295553058276,0.18710868518221224,0.0,0.5984909295231979,0.4175630117193771,1,0,1,0,74.625,207.0,32.875,78.625,21.0,1.63,4.6,38.0,120.0,6.56,4.04,4.52,0.43984087621409385,71.15,0.18102000000000001,-0.3103137778,-0.8226095238
Victor Bolden - 12269,2016,13.72,11.75,-1.97,9.53,11.36,13.25,3,100.0,5.17,0.0,0.0,0.6760943974058728,0.7870444694172419,0.10483223631401509,0.9700954782921996,0.8366060169338858,0.6171860925959287,0.4256890650333273,0.4640605296343001,0.4280309854080346,0.9565740889388344,0.8336008990207096,0.7313372933055065,0.5292984427676994,0.48458821640712796,0.6444052014769626,0.9023117675389308,0.7463477283673142,0.4250280943971745,0.4242253973350458,0.41892759672499597,0.3104832236314015,1,0,1,0,68.38,178.0,31.13,73.88,9.0,1.58,4.54,32.0,117.0,6.83,4.22,4.4239999999999995,0.1244864641454846,51.0,0.17244233339999998,0.0951532858,-0.19232666680000002
Jaleel Scott - 48097,2017,2.25,11.73,9.48,10.8,13.13,17.96,2,54.27,54.93,1.0,0.5,0.23725454872995858,0.34965484026328464,0.18437951517097448,0.9690145919654116,0.7263556116015133,0.6811385335975499,0.8540803458836246,0.6627634660421545,0.16033147180688165,0.998073527050891,0.7822282870444695,0.7229089741531546,0.9183657087815058,0.7581473751806068,0.18742976400706374,0.601701717771713,0.6464119441322844,0.5423824048803981,0.7564617113501365,0.48458821640712796,0.17418526248193933,0,0,1,0,76.75,218.0,33.5,81.25,16.0,1.56,4.56,34.5,124.0,7.2,4.4,4.524,0.9161789625955776,69.13,0.2637633334,-0.2138210952,-0.5828393332
Stacy Coley - 11974,2016,8.57,11.56,2.99,8.12,14.25,27.36,3,100.0,51.42,1.0,0.33,0.6588002161772654,0.8012522074169208,0.5499277572644085,0.8450729598270582,0.8848856061970816,0.7924698252567105,0.8020176544766708,0.34894613583138173,0.8059809043415601,0.9207737999678921,0.8778295071440039,0.940760956814898,0.8921977845561085,0.6077219457376786,0.8868999839460587,0.5984909295231979,0.7211430406164714,0.27717129555305825,0.0,0.11815700754535238,0.5992936265853267,1,0,1,0,71.88,195.0,32.25,75.88,10.0,1.55,4.45,34.0,122.0,6.803999999999999,4.196,4.412000000000001,0.6795598264104153,73.68,-0.222939,-0.6246204364000001,-0.6883833334
Artavis Scott - 12044,2016,2.01,11.53,9.52,8.36,14.46,22.19,3,100.0,72.5,3.0,1.0,0.4817150063051702,0.5903836891956975,0.4409214962273238,0.9639704557737344,0.9322644568546208,0.9036209691947397,0.8248964150603495,0.05314357773374167,0.9504593766888849,0.9597046074811366,0.9609086530743297,0.9643602504414834,0.9172419328945256,0.11382244340985712,0.9846684861133408,0.8197142398458822,0.7118317546957779,0.5321078824851501,0.648579226200032,0.033954085728046236,0.8145769786482582,1,0,0,1,70.13,193.0,31.0,73.88,13.0,1.59,4.61,31.0,116.0,7.19,4.49,4.454000000000001,0.9128724943170077,51.0,0.039466,-0.16841793640000002,-0.2615233334
Jalen McMillan - 131905,2023,44.36,11.48,-32.88,6.99,13.69,22.2,3,64.69,51.85,0.0,0.0,0.637182489641506,0.8523037405683095,0.09568148980574731,0.8185912448207531,0.8032786885245902,0.6894253287695911,0.8115654836966313,0.8785804359574851,0.5307151864528914,0.982581473751806,0.8674747150425429,0.869401187991652,0.8559961470541018,0.9959062449831434,0.7639267940279338,0.07192165676673623,0.40560282549365867,0.10322684218975758,0.0,0.3218815219136298,0.11976240166960989,1,0,1,0,73.0,197.0,32.125,77.375,15.6,1.53,4.47,37.0,127.0,6.94,4.18,4.45,0.7740008266170697,75.88,0.05865,-0.90205,-0.9393
Dylan Cantrell - 47782,2017,4.53,11.46,6.93,10.28,12.08,14.69,3,68.22,53.84,1.0,0.33,0.2167177085209872,0.43594477444212554,0.10274522395248033,0.979102864348766,0.544766708701135,0.5582777877859845,0.7488740767429292,0.5496306971716808,0.4177625653035489,0.9959062449831434,0.6123775886980254,0.615187028415476,0.8314336169529619,0.7648097607962755,0.5297800610049768,0.7353507786161503,0.24554503130518543,0.3972547760475197,0.5154117835928721,0.338497351099695,0.22234708620966448,1,0,1,0,74.875,226.0,31.375,76.375,18.0,1.56,4.59,38.5,130.0,6.56,4.03,4.492,0.8705083694978302,83.81,0.1125613334,-0.4161538332,-0.7176426666
Brenden Rice - 131692,2023,4.51,11.46,6.95,9.22,17.5,36.33,3,26.39,77.68,1.0,0.33,0.2702215816969915,0.4559319312891315,0.09881200834804944,0.723473248063412,0.6546568185912448,0.8139074040713385,0.9365880021617726,0.6099801837506755,0.9425328769591065,0.8459624337774924,0.7991651950553861,0.9378712473912345,0.9824209343393803,0.8201958580831594,0.9939797720340343,0.3189918124899663,0.4795312249157168,0.5520950393321561,0.6670412586289934,0.36899983946058756,0.5992936265853267,1,0,1,0,74.375,208.0,33.0,78.0,13.0,1.55,4.5,36.5,119.0,7.1739999999999995,4.522,4.5,0.6737735069229179,67.27,0.754466667,-0.008645455,-0.6266
Drew Morgan - 48073,2016,4.17,11.36,7.19,10.57,13.24,18.12,2,100.0,67.62,0.0,0.0,0.5642226625833183,0.6002568630598812,0.5900626103708461,0.7672491442983246,0.9266798774995496,0.9614483876778959,0.882903981264637,0.38281390740407134,0.745451270041434,0.8562369561727404,0.9314496708942045,0.9729491090062611,0.9535238401027453,0.6941724193289452,0.7853588055867715,0.21937710707978808,0.8193128913148178,0.8491732220260074,0.559881200834805,0.21239364263926794,0.6596564456574089,1,0,0,1,71.88,190.0,30.38,72.25,10.0,1.57,4.74,30.0,112.0,6.85,4.12,4.454,0.9072928290969209,51.0,0.12981000000000004,-0.028339206200000015,-0.1902633334
DJ Foster - 11214,2015,4.44,11.16,6.72,9.04,14.01,21.22,1,100.0,37.58,1.0,1.0,0.6326787966132228,0.6412746829346605,0.6412746829346605,0.9569446946496127,0.9519005584579355,0.6195280129706359,0.5188254368582238,0.1664564943253468,0.7014952260853901,0.8996628672339059,0.9292823888264569,0.581072403275004,0.5331513886659175,0.17996468132926632,0.6718574410017659,0.8996628672339059,0.9292823888264569,0.581072403275004,0.5331513886659175,0.17996468132926632,0.6718574410017659,1,0,0,1,70.25,193.0,30.5,74.25,14.0,1.53,4.57,35.5,117.0,6.75,4.07,4.432,0.8291775160157058,82.18,-0.02802566660000001,-0.4968476586,-0.5525266668
Carlos Henderson - 11837,2016,5.66,11.14,5.48,8.67,18.97,36.72,3,100.0,74.89,0.0,0.0,0.1873536299765808,0.29346604591427194,0.14127468293466047,0.9039812646370023,0.9000180147721132,0.9729778418303009,0.9679337056386237,0.9102864348765988,0.9387497748153486,0.960748113661904,0.9646813292663349,0.9830630919890834,0.98715684700594,0.9708620966447263,0.9506341306790818,0.6453684379515171,0.6318028576015412,0.9120244019906887,0.7911382244340985,0.7508428319152352,0.8042221865467972,0,0,1,0,71.0,199.0,31.38,75.13,13.0,1.51,4.46,36.0,131.0,7.18,4.35,4.438000000000001,0.9593697044843976,78.16,-0.23791066680000003,-0.5404733888,-0.4695433334
Nelson Spruce - 11199,2015,7.1,11.09,3.99,8.47,15.41,25.96,2,100.0,57.37,0.0,0.0,0.16465501711403352,0.2063734146733023,0.190480012843153,0.9974779319041615,0.9083048099441542,0.8654296523148982,0.7847234732480635,0.3246261934786525,0.33921815889029006,0.9971905602825494,0.9053620163750201,0.8232461069192487,0.8663509391555627,0.3476480976079628,0.391234548081554,0.9907689837855194,0.8218815219136298,0.8109648418686788,0.5259271151067587,0.3218815219136298,0.3104832236314015,1,0,1,0,73.125,206.0,30.0,72.0,12.0,1.53,4.69,35.0,114.0,7.09,4.2,4.444000000000001,1.005040297582145,60.16,0.039466000000000015,-0.16841793640000002,-0.2615233334
Austin Watkins - 84457,2020,7.19,11.04,3.85,2.57,14.36,24.76,2,28.69,98.36,2.0,1.0,0.15564763105746712,0.34596243377749236,0.08307914593032589,0.6923076923076923,0.8825436858223743,0.8947937308593046,0.7730138713745272,0.8733561520446766,0.2686002522068096,0.8830470380478408,0.9070476802054904,0.9643602504414834,0.7907368759030342,0.9611494621929684,0.5646171135013646,0.26673623374538447,0.1323647455450313,0.4137100658211591,0.0,0.5158131321239364,0.11976240166960989,0,1,0,0,73.5,207.0,31.0,76.0,11.2,1.522,4.484,34.4,121.8,7.022,4.3,4.48,0.8847675139491631,72.27,0.32973933320000004,-0.2760000476,-0.5188406666
Johnny Wilson - 76366,2023,1.91,10.99,9.08,9.77,14.45,27.06,3,22.73,63.46,2.0,0.67,0.4860385516123221,0.6432011558837695,0.2591908813613742,0.6056566384435237,0.9045217078003963,0.8674112772473428,0.6642046478112051,0.7766168257971536,0.5177445505314358,0.7444212554182051,0.9190881361374217,0.976802054904479,0.8250120404559319,0.85455129234227,0.8323968534275165,0.26304382725959224,0.5618076737839139,0.4836249799325735,0.0,0.536041098089581,0.15299406004174024,1,1,0,0,78.375,231.0,35.375,84.5,20.4,1.55,4.52,37.0,128.0,7.036,4.11,4.59,0.6376090101260591,83.61,-0.974266667,-0.59495,-0.79005
Gabe Marks - 12245,2016,3.36,10.89,7.53,7.47,11.44,15.07,2,100.0,50.58,0.0,0.0,0.2471626733921816,0.3480494461390271,0.21464119441322846,0.999459556836606,0.7831021437578815,0.7041974419023599,0.9283012069897316,0.3276887047378851,0.4300126103404792,1.0,0.798603307111896,0.6769144324931771,0.9022314978327179,0.4276769947021994,0.548242093433938,0.9951838176272275,0.6823727725156526,0.6439235832396853,0.8748595280141275,0.2591908813613742,0.32910579547278856,1,0,1,0,71.0,189.0,30.38,71.88,11.0,1.57,4.56,29.5,117.0,7.01,4.2,4.4399999999999995,0.9816883653647448,51.98,-0.07527666659999999,-0.03687849200000002,-0.032996666800000005
Javon McKinley - 41248,2020,3.17,10.61,7.44,9.16,12.67,17.33,2,10.82,90.03,2.0,1.0,0.3703837146460097,0.4409214962273238,0.37855193449991975,0.7967933705638623,0.30535038731760045,0.8216537560799856,0.7517564402810304,0.7068996577193298,0.8951540263015673,0.9023117675389308,0.337855193449992,0.7758067105474394,0.9462192968373736,0.6941724193289452,0.9593032589500723,0.47230695135655804,0.27050890993738963,0.7569433295874137,0.5325092310162145,0.6577299727082999,0.5646171135013646,1,1,0,0,73.75,215.0,33.0,79.0,16.2,1.5639999999999998,4.618,37.3,125.6,7.159999999999999,4.4399999999999995,4.48,0.6181835089894606,62.46,0.5851101428,-0.11381714280000002,-0.2374982142
DeAndrew White - 9697,2014,11.25,10.26,-0.99,7.27,13.24,24.72,1,100.0,28.88,0.0,0.0,0.5807962529274004,0.6092470701557232,0.6092470701557232,0.9106467303188615,0.6029544226265537,0.6377229328049,0.7074401008827238,0.34966672671590704,0.6562781480814268,0.8307914593032589,0.5681489805747311,0.6000160539412426,0.6783592872050088,0.35703965323486914,0.6318831273077541,0.8307914593032589,0.5681489805747311,0.6000160539412426,0.6783592872050088,0.35703965323486914,0.6318831273077541,1,0,1,0,71.5,193.0,31.0,74.5,13.4,1.58,4.44,34.5,118.0,6.97,4.18,4.446,0.6578611283323,70.23,0.14176733339999997,-0.1314887142,-0.43989333340000003
Bug Howard - 12125,2016,3.62,10.24,6.62,7.05,10.39,14.55,3,100.0,35.12,0.0,0.0,0.17672491442983246,0.2912987638465243,0.14488681971423983,0.9167717528373266,0.6496126823995676,0.7504954062331112,0.7665285534137993,0.6872635561160151,0.4128985768330031,0.9446139027131161,0.6426392679402794,0.7840744902873655,0.837132766094076,0.8201958580831594,0.5646171135013646,0.736795633327982,0.5680687108685182,0.5716808476480976,0.4841868678760636,0.36899983946058756,0.32910579547278856,1,0,1,0,76.13,221.0,33.13,79.75,14.2,1.56,4.58,37.5,119.0,6.95,4.14,4.5200000000000005,0.7423827237032444,74.86,0.18102,-0.3103137778,-0.8226095238000001
Brennan Eagles - 78103,2020,5.18,10.22,5.04,1.4,15.67,36.65,1,27.67,8.52,1.0,1.0,0.2815708881282652,0.407368759030342,0.18165034515973671,0.7177085209872095,0.43487659881102503,0.5898036389839668,0.8292199603675013,0.9295622410376508,0.9326247522968835,0.9149141114143522,0.608123294268743,0.7758067105474394,0.8628993417884091,0.9207737999678921,0.9934981537967571,0.0943971745063413,0.150585968855354,0.34564135495264087,0.0,0.8884251083641034,0.4461390271311607,1,0,1,0,75.625,225.0,33.5,79.75,15.4,1.516,4.446,33.8,124.6,7.095999999999999,4.398000000000001,4.59,0.07819590824550526,78.81,-0.1415,-0.71294,-0.965766667
Jalen Hurd - 45752,2018,2.45,10.22,7.77,7.53,14.31,32.39,1,41.84,48.0,0.0,0.0,0.9308232750855702,0.9020709584202922,0.9020709584202922,0.990091875337777,0.8074220861106107,0.8589443343541704,0.5501711403350747,0.41632138353449827,0.6211493424608179,0.9735109969497512,0.7674586611013003,0.8109648418686788,0.5574731096484187,0.41892759672499597,0.5992936265853267,0.9735109969497512,0.7674586611013003,0.8109648418686788,0.5574731096484187,0.41892759672499597,0.5992936265853267,1,0,1,0,76.75,226.0,32.0,77.625,23.0,1.5459999999999998,4.5200000000000005,34.0,122.8,6.970000000000001,4.3759999999999994,4.478,0.8300041330853483,71.06,-0.123266667,-0.966225,-0.9082
Trevor Davis - 10797,2015,6.05,10.12,4.07,-1.5,11.84,25.48,2,100.0,55.37,0.0,0.0,0.1439380291839308,0.24000642157649704,0.10274522395248033,0.7679697351828499,0.5858403891190777,0.8863267879661322,0.7760763826337597,0.5154026301567285,0.9347865249504593,0.7474715042542944,0.5625301011398298,0.9024723069513566,0.9020709584202922,0.5984909295231979,0.9528816824530422,0.628672339059239,0.5427837534114626,0.7497993257344678,0.5091507465082677,0.4077701075614063,0.8042221865467972,1,0,1,0,73.125,188.0,31.0,74.5,11.0,1.5,4.42,38.5,124.0,6.6,4.22,4.424,0.6192167803265137,81.76,-0.3533073334,-0.8168867221999999,-0.8574033334
Alonzo Russell - 11114,2015,6.12,10.09,3.97,7.43,9.92,12.19,2,100.0,36.04,0.0,0.0,0.403530895334174,0.4439717450634131,0.44212554182051694,0.9437939110070258,0.8403891190776437,0.8261574491082688,0.8643487659881103,0.755359394703657,0.5986308773194019,0.9174024723069514,0.8425911061165516,0.7815058596885536,0.860330711189597,0.7735591587734789,0.6318831273077541,0.8268582436988281,0.7338256541981056,0.7660138063894686,0.7624819393161021,0.6669609889227806,0.5143682774121047,0,0,1,0,75.625,206.0,33.875,79.75,12.0,1.56,4.54,29.5,112.0,7.18,4.33,4.502,0.8331039470965076,57.59,0.18906399999999998,0.06306028580000002,-0.42588
Josh Malone - 11883,2016,0.0,10.08,10.08,-1.54,12.16,36.15,2,100.0,26.09,0.0,0.0,0.2003242658980364,0.3112859206935303,0.18437951517097448,0.9178526391641145,0.4723473248063412,0.6269140695370203,0.7659881102504054,0.8131868131868132,0.6362817510358494,0.9358645047359127,0.5447904960667844,0.8931610210306631,0.9300850858885856,0.8602504414833841,0.6859849092952319,0.7167282067747632,0.36225718413870606,0.2573446781184781,0.40480012843152996,0.7113501364585005,0.5297800610049768,1,0,1,0,74.75,208.0,31.38,76.63,10.0,1.54,4.4,30.5,121.0,7.05,4.19,4.444,0.4760053730109527,78.0,0.21108333339999996,-0.14967544440000002,-0.62608
Cornelius Johnson - 97996,2023,7.42,9.98,2.56,8.4,16.34,38.19,3,33.68,45.81,1.0,0.33,0.14105566564582958,0.26304382725959224,0.056349333761438435,0.7667087011349306,0.4626193478652495,0.6951900558457935,0.6759142496847415,0.6189875698072419,0.5957485137813007,0.8923583239685343,0.8485310643763044,0.8109648418686788,0.9145930325895008,0.7874458179483063,0.7510033713276609,0.17948306309198908,0.09447744421255418,0.45793867394445337,0.3812811045111575,0.36899983946058756,0.18742976400706374,1,0,1,0,74.75,212.0,31.875,77.25,17.0,1.55,4.44,37.5,127.0,7.040000000000001,4.3,4.49,0.4979107253564786,84.41,0.32215,0.098285714,-0.192066667
Malachi Dupre - 12002,2016,0.43,9.49,9.06,5.18,10.8,20.2,3,100.0,38.05,0.0,0.0,0.6191677175283733,0.6970621287526088,0.25614063252528496,0.7672491442983246,0.8571428571428571,0.8884885606197082,0.882903981264637,0.9131687984147,0.43361556476310575,0.7721143040616472,0.9121046716969016,0.9133889869963076,0.9132284475838819,0.9708620966447263,0.46508267779739926,0.6101300369240649,0.38144164392358326,0.615187028415476,0.6880719216567668,0.7581473751806068,0.391234548081554,1,0,1,0,74.5,196.0,31.5,77.0,11.0,1.54,4.52,39.5,135.0,7.19,4.26,4.482,0.8163649514362472,76.06,0.1886993334,-0.3893103016000001,-0.68916
Isaiah McKoy - 78160,2020,3.42,9.43,6.01,2.83,11.4,23.88,2,55.72,64.69,0.0,0.0,0.2727436497928301,0.3739765612457858,0.2681810884572162,0.8584038911907764,0.8358854260493604,0.9283012069897316,0.870293640785444,0.7816609619888308,0.5372005044136192,0.9037566222507626,0.9739123454808155,0.9857119922941082,0.9814576978648258,0.9152351902392037,0.5992936265853267,0.44509552095039334,0.6497030020870124,0.4137100658211591,0.5498474875581956,0.48458821640712796,0.4799325734467812,0,0,1,0,74.0,200.0,31.625,73.5,14.8,1.5479999999999998,4.558,33.7,119.2,7.082000000000001,4.215999999999999,4.49,0.36131225459805744,51.0,0.266212,-0.2513903572,-0.24209116660000002
Cayleb Jones - 11075,2015,9.47,9.21,-0.26,6.23,8.82,11.76,2,100.0,37.13,0.0,0.0,0.15600792649972978,0.27941884732701877,0.08572804623535078,0.9962168978562421,0.7991352909385696,0.8074220861106107,0.7492343721851918,0.7654476670870114,0.6487119437939111,0.9969497511639107,0.8309519987156847,0.7919409214962273,0.7703483705249639,0.7874458179483063,0.7004334564135495,0.9735109969497512,0.6462514047198588,0.7114304061647134,0.6306790817145609,0.6669609889227806,0.5297800610049768,1,0,1,0,74.625,209.0,32.75,80.125,9.0,1.59,4.65,33.5,118.0,6.99,4.14,4.482,0.8583157677206035,61.83,0.256315,-0.1309161586,-0.6855866666000001
Chris Lacy - 29726,2017,18.47,9.15,-9.32,-0.24,16.03,35.23,2,53.43,32.03,1.0,0.5,0.16447486939290218,0.48523037405683095,0.0,0.4910826878039993,0.6865429652314898,0.6406052963430012,0.5665645829580256,0.8067014952260854,0.32084309133489464,0.673061486594959,0.7348691603788731,0.8205169369080109,0.9683737357521272,0.9323326376625461,0.4799325734467812,0.22788569593835287,0.5258468454005458,0.13525445496869481,0.0,0.47607962754856314,0.2332637662546155,1,0,1,0,75.0,205.0,31.25,76.5,11.0,1.52,4.51,33.5,120.0,7.0200000000000005,4.376,4.534,0.41152924157883863,65.82,0.0975823334,0.048504000000000005,-0.5871945238
Mario Alford - 9671,2014,0.24,9.08,8.84,2.55,11.6,23.49,1,100.0,27.43,0.0,0.0,0.09908124662223022,0.1288328784716648,0.1288328784716648,0.997838227346424,0.649792830120699,0.7166276346604216,0.8902900378310215,0.4854981084489281,0.8796613222842731,0.996147054101782,0.611334082517258,0.6715363621769145,0.8470862096644727,0.47607962754856314,0.8452400064215765,0.996147054101782,0.611334082517258,0.6715363621769145,0.8470862096644727,0.47607962754856314,0.8452400064215765,1,0,1,0,68.5,180.0,31.25,74.375,13.0,1.64,4.43,34.0,121.0,6.64,4.07,4.409999999999999,0.4328146311221327,71.66,0.07438833339999999,-0.18558871419999998,-0.24326666680000003
Travin Dural - 12219,2016,4.12,9.08,4.96,5.35,13.84,29.53,3,100.0,68.95,0.0,0.0,0.36281751035849397,0.46893562369561725,0.3480494461390271,0.7724734282111332,0.9074040713384975,0.8848856061970816,0.7926499729778418,0.8839848675914249,0.7816609619888308,0.7892117514849896,0.935623695617274,0.9442928238882645,0.8986996307593514,0.956253010113983,0.9472628030181409,0.591989083319955,0.6716166318831273,0.3908331995504896,0.41122170492856,0.7508428319152352,0.19898860170171778,1,0,1,0,72.75,202.0,32.0,75.0,12.2,1.53,4.57,30.5,116.0,7.29,4.55,4.4959999999999996,0.7781339119652821,58.15,0.03946599999999999,-0.16841793639999997,-0.2615233334
Thomas Duarte - 10865,2015,7.07,8.98,1.91,8.2,10.71,16.93,1,100.0,37.97,0.0,0.0,0.9524410016213295,0.9308877829507144,0.9308877829507144,0.9855881823094937,0.5966492523869573,0.830120698973158,0.927400468384075,0.6665465681859124,0.5589983786705098,0.9644405201476962,0.5640552255578745,0.7758067105474394,0.8862578262963557,0.6386257826296355,0.548242093433938,0.9644405201476962,0.5640552255578745,0.7758067105474394,0.8862578262963557,0.6386257826296355,0.548242093433938,1,0,1,0,74.125,231.0,33.0,80.375,12.0,1.57,4.72,33.5,118.0,6.97,4.24,4.522,0.8289708617482952,75.24,0.11476999999999997,-0.20180294440000002,-0.8546066666000002
Charone Peake - 10875,2015,4.33,8.94,4.61,6.64,11.78,22.42,1,100.0,27.86,0.0,0.0,0.5845793550711583,0.7280462353507786,0.13324771231337293,0.7908484957665286,0.6022338317420285,0.5898036389839668,0.7577013150783642,0.6782561700594487,0.5307151864528914,0.9046395890191042,0.6922459463798363,0.7569433295874137,0.7671375822764489,0.6753893080751324,0.6318831273077541,0.44758388184299247,0.20059399582597529,0.31257023599293626,0.7029218173061487,0.6183175469577782,0.4175630117193771,1,0,1,0,74.375,209.0,34.0,81.5,12.0,1.62,4.45,35.5,122.0,6.96,4.46,4.444,0.6338892333126679,75.4,0.21108333339999996,-0.14967544440000002,-0.62608
Whop Philyor - 61320,2020,2.37,8.9,6.53,5.37,10.45,17.71,4,64.41,67.5,2.0,0.5,0.8389479373085931,0.8624979932573447,0.7450634130679081,0.7809403711043055,0.9232570707980544,0.8376869032606737,0.6987930102684201,0.14033507476130427,0.7728337236533958,0.9023117675389308,0.9525606036281907,0.9308075132445015,0.7564617113501365,0.41892759672499597,0.8452400064215765,0.4277572644084123,0.6857441001765934,0.6487397656124578,0.5426232139990368,0.04077701075614063,0.43193128913148177,1,0,0,1,69.625,184.0,30.625,74.875,13.2,1.558,4.556,34.6,118.6,7.032000000000001,4.260000000000001,4.42,0.7659413101880554,51.19,1.0,-0.038328571,-0.6437
Antoine Green - 77985,2022,9.93,8.79,-1.14,4.07,11.12,24.37,2,35.04,60.81,2.0,1.0,0.056386236714105566,0.1252207416920854,0.04334564135495264,0.6719509998198523,0.2322104125382814,0.6161052062691407,0.7888668708340839,0.9310034228067015,0.5710682759863088,0.9556911221704929,0.8572804623535077,0.8750200674265532,0.8524642799807353,0.9576978648258148,0.9267940279338578,0.057874458179483064,0.10571520308235671,0.13035800288970942,0.0,0.5570717611173543,0.049125060202279656,1,1,0,0,73.75,199.0,32.125,76.75,13.8,1.54,4.47,33.5,123.0,6.99,4.27,4.49,0.3859041124199215,71.45,0.23205599999999998,-0.35683630959999996,-0.34403828580000007
Devon Cajuste - 11270,2015,2.77,8.68,5.91,7.49,9.2,11.36,2,100.0,28.65,0.0,0.0,0.6434876598811025,0.6502648900305025,0.6428800770589179,0.8429111871734822,0.4460457575211674,0.7090614303729058,0.8167897676094398,0.7964330751215997,0.3096739326247523,0.8214801733825654,0.45119601862257186,0.6956975437469899,0.8323165837213036,0.7944292823888265,0.3441965002408091,0.6811687269224594,0.4305667041258629,0.6300369240648579,0.6871889548884251,0.7257986835768181,0.3104832236314015,1,0,1,0,75.75,234.0,33.0,80.0,12.0,1.59,4.62,36.0,123.0,6.49,4.2,4.51,0.7161376317420954,78.06,0.11476999999999997,-0.20180294440000002,-0.8546066666
JaLynn Polk - 123153,2023,2.06,8.65,6.59,3.67,13.38,28.03,2,23.38,72.06,1.0,0.5,0.5031525851197982,0.615187028415476,0.0,0.9259592866150244,0.6119618086831201,0.840569266798775,0.8139074040713385,0.6869032606737525,0.7276166456494325,0.9907689837855194,0.6649542462674587,0.9093755016856638,0.8766254615508107,0.85455129234227,0.9031947343072725,0.16800449510354792,0.3079145930325895,0.40809118638625785,0.5661422379194092,0.09391555626906406,0.4461390271311607,1,0,1,0,73.375,203.0,31.75,74.5,18.0,1.52,4.52,37.5,129.0,7.112,4.416,4.53,0.6092973754908039,76.78,-0.527025,0.099885714,-0.470285714
Ihmir SmithMarsette - 61324,2020,9.9,8.52,-1.38,-0.56,9.51,19.31,3,37.2,32.79,0.0,0.0,0.3864168618266979,0.5015251244180446,0.3634612297318992,0.7643667807602234,0.7148261574491083,0.6562781480814268,0.7787785984507296,0.6973518284993695,0.41920374707259955,0.8649863541499438,0.8134532027612779,0.8181891154278376,0.866110130036924,0.7358323968534275,0.5866110130036924,0.5899020709584203,0.4623535077861615,0.2518863380960026,0.586851822122331,0.5681489805747311,0.22234708620966448,1,0,1,0,72.75,181.0,30.75,74.125,11.4,1.53,4.494000000000001,36.5,125.2,7.090000000000001,4.378,4.42,0.3299008059516429,70.41,-0.148966667,-0.252171429,-0.9394
