ID,Last_Season,target,predicted_label,Diff,min_label,mean_label,max_label,Seasons,ContestedTile,Value,TotalNonSepSeasons,NonSepPercent,Slot_rate,best_Slot_rate,worst_Slot_rate,RR,TPRR,YPRR,TDPRR,ADOT,YAC,best_RR,best_TPRR,best_YPRR,best_TDPRR,best_ADOT,best_YAC,worst_RR,worst_TPRR,worst_YPRR,worst_TDPRR,worst_ADOT,worst_YAC,Strength_Power 5,Filter_NonSeparator,Filter_Solid,Filter_Gadget,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y,WAR,athleticism_score,athleticism_sentiment,playmaking_sentiment,off-field_sentiment
Troy Franklin - 146567,2023,40.46,42.37,1.91,38.65,44.06,51.6,3,41.04,73.07,0.0,0.0,0.4253287695910647,0.5325895007224274,0.36611013003692405,0.9075842190596289,0.8407494145199064,0.9207350027022159,0.9528012970635922,0.6872635561160151,0.5737704918032787,0.9511960186225719,0.8980574731096485,0.9744742334243056,0.9651629475036121,0.7358323968534275,0.7853588055867715,0.5024080911863863,0.686627066944935,0.5264890030502488,0.7090223149783271,0.5875742494782469,0.3775886980253652,1,0,1,0,73.875,176.0,31.875,77.25,14.4,1.61,4.41,39.0,124.0,6.9,4.31,4.37,0.9511035337879727,73.43,0.505814286,-0.72842,-0.482766667
Kadarius Toney - 61245,2020,43.34,42.06,-1.28,29.55,38.8,45.89,3,70.9,96.88,3.0,1.0,0.6818591244820753,0.8106437630438272,0.21247391234548083,0.5499909926139435,0.8387677895874617,0.957124842370744,0.8773194019095658,0.05998919113673212,0.9821653756079985,0.9075292984427678,0.9553700433456414,0.9873173864183657,0.9239845882164072,0.17378391395087495,0.9970300208701236,0.20444694172419328,0.7214641194413228,0.7840744902873655,0.0,0.017498795954406808,0.8042221865467972,1,0,0,1,71.625,193.0,31.25,74.75,11.2,1.5000000000000002,4.406,37.2,127.6,6.944,4.224,4.38,0.7632548047117174,85.77,-0.02974,-0.759257143,-0.786533333
NKeal Harry - 48297,2018,25.45,41.55,16.1,38.41,44.76,57.29,3,42.94,78.53,1.0,0.33,0.37614844172221223,0.5789853909134692,0.12016375020067427,0.9908124662223022,0.8218339038011169,0.8785804359574851,0.8077823815528734,0.47162673392181587,0.7602233831742028,0.9893241290736876,0.9137100658211591,0.9338577620805908,0.8799967892117515,0.5681489805747311,0.8323968534275165,0.938834483865789,0.5108364103387382,0.4739926151870284,0.596564456574089,0.39821801252207417,0.6444052014769626,1,0,1,0,74.375,228.0,33.0,78.25,27.0,1.55,4.53,38.5,122.0,7.109999999999999,4.216,4.470000000000001,0.9901611903285803,78.04,0.27908900000000003,-0.396601111,-0.3916596666
Cedrick Wilson - 48170,2017,30.51,41.38,10.87,31.71,42.75,55.15,2,75.23,93.56,0.0,0.0,0.277607638263376,0.4045593193128913,0.2063734146733023,0.959827058187714,0.9742388758782201,0.9909926139434336,0.9374887407674293,0.8508376869032607,0.8857863448027382,0.9658051051533152,0.9707818269385134,0.9873976561245786,0.9725477604751966,0.879033552737197,0.8746989886017017,0.80374056830952,0.9408412265211109,0.9792904157970782,0.7668967731578102,0.7425750521753091,0.8209182854390753,0,0,1,0,74.25,197.0,31.5,77.375,9.0,1.5,4.55,37.0,121.0,6.89,4.23,4.412,1.0035937177102707,70.7,0.47889800000000005,-0.07196523799999999,-0.1856616666
Tutu Atwell - 77965,2020,47.16,41.3,-5.86,24.49,38.51,49.72,2,47.34,91.16,0.0,0.0,0.8423707440100883,0.9466206453684379,0.7558998234066463,0.8856061970816069,0.871914970275626,0.9529814447847235,0.9315438659700955,0.6647450909745992,0.9198342640965592,0.8727725156525927,0.9859528014127469,0.9947824690961631,0.9820998555145288,0.8459624337774924,0.9699791298763847,0.7241130197463477,0.227163268582437,0.38529458982180126,0.4565740889388345,0.46741049927757267,0.7408091186386258,1,0,1,0,68.875,155.0,29.25,69.75,14.0,1.5080000000000002,4.404000000000001,36.0,124.4,6.9239999999999995,4.29,4.32,0.7554019425501136,76.52,0.25694,-0.72793,-0.92045
Parris Campbell - 47940,2018,34.32,40.79,6.47,38.76,47.43,58.78,2,64.95,98.93,2.0,1.0,0.6647450909745992,0.8901107721945738,0.38914753572001926,0.6025941271842912,0.9333453431814087,0.7957124842370744,0.9129886506935687,0.23653395784543327,0.7247342821113313,0.8164231818911543,0.9873173864183657,0.980093112859207,0.9786482581473752,0.7113501364585005,0.9861133408251725,0.12401669609889228,0.03981377428158613,0.0016053941242575051,0.0,0.051693690801091666,0.0026489003050248834,1,0,0,1,71.875,205.0,32.25,75.625,11.0,1.45,4.31,40.0,135.0,6.922,4.03,4.4559999999999995,0.623969828476958,99.0,1.0,0.0963,0.026416667
Rondale Moore - 62890,2020,38.26,40.69,2.43,37.31,42.28,47.43,3,70.58,89.69,2.0,0.67,0.809764006485318,0.8407449028736554,0.7259592229892439,0.7800396324986489,0.9828859664925239,0.9493784903620969,0.8756980724193839,0.06395244100162133,0.8796613222842731,0.9841065981698507,0.9894043987799005,0.95561085246428,0.911863862578263,0.21239364263926794,0.8804784074490287,0.4342591106116552,0.9341788409054422,0.8535880558677156,0.0,0.020308235671857442,0.8145769786482582,1,0,0,1,67.0,181.0,28.25,69.375,12.0,1.5220000000000002,4.41,36.5,125.2,6.9959999999999996,4.214,4.39,0.9610229386236826,78.24,1.0,-0.03172,-1.0
AT Perry - 77975,2022,35.79,40.62,4.83,34.15,40.73,48.05,3,38.09,64.64,2.0,0.67,0.26553774094757704,0.3799967892117515,0.26304382725959224,0.8454332552693209,0.9160511619528013,0.8879481174563142,0.9457755359394704,0.8220140515222483,0.13330931363718249,0.98715684700594,0.9480655000802697,0.9276769947021994,0.9693369722266817,0.8459624337774924,0.4799325734467812,0.06485792262000321,0.6649542462674587,0.5221544389147535,0.47848771873494944,0.7425750521753091,0.0026489003050248834,1,1,0,0,75.5,198.0,33.25,81.625,14.0,1.59,4.47,35.0,133.0,7.146000000000001,4.38,4.56,0.9029530894812978,74.2,0.77135,0.849333333,0.7
Malcolm Mitchell - 10746,2015,36.94,40.38,3.44,38.42,42.12,49.61,2,100.0,57.53,0.0,0.0,0.3482255449468564,0.4812168887461872,0.2453042221865468,0.7753557917492344,0.9594667627454513,0.8677715726896055,0.8184110970996217,0.5170239596469105,0.45775535939470363,0.839781666399101,0.9535238401027453,0.9286402311767539,0.8311125381281105,0.6941724193289452,0.548242093433938,0.5269706212875261,0.9304061647134372,0.6053941242575053,0.7544549686948145,0.3218815219136298,0.3775886980253652,1,0,1,0,71.625,198.0,32.625,78.75,15.0,1.43,4.45,36.0,129.0,6.94,4.34,4.424,0.9308514155817318,87.19,-0.0561423334,-0.5984289444,-0.7592
Jalen Reagor - 61697,2019,36.62,40.0,3.38,39.38,45.32,56.69,3,30.89,75.15,1.0,0.33,0.28247162673392184,0.44212554182051694,0.17314175630117193,0.9509998198522789,0.8976760943974059,0.8645289137092416,0.8982165375607999,0.7836425869212754,0.7139254188434516,0.946540375662225,0.9692567025204688,0.9133889869963076,0.956253010113983,0.8074329747953123,0.8609728688393,0.7167282067747632,0.6646331674426071,0.5570717611173543,0.6668807192165677,0.6386257826296355,0.35976882324610693,1,0,1,0,70.625,206.0,31.375,74.375,17.0,1.52,4.47,42.0,138.0,7.31,4.46,4.37,0.8620355445339947,77.72,0.960225,0.6632,-0.053625
Chase Claypool - 42312,2019,49.36,39.93,-9.43,29.54,45.28,63.24,3,30.12,67.4,1.0,0.33,0.48369663123761486,0.6204045593193129,0.27315781024241453,0.8782201405152225,0.6240317059989191,0.7863448027382454,0.8104845973698432,0.6660061250225184,0.6960907944514502,0.9711831754695778,0.8555947985230374,0.9002247551773961,0.9537646492213838,0.7944292823888265,0.8042221865467972,0.15805105153315138,0.3542302135174185,0.5264890030502488,0.0,0.5158131321239364,0.5866110130036924,1,0,1,0,76.25,238.0,32.5,80.0,19.0,1.52,4.42,40.5,126.0,6.99,4.220000000000001,4.48,0.7870200454639389,92.92,0.523325,-0.5642375,-0.891471429
Andy Isabella - 47448,2018,10.55,39.62,29.07,31.6,39.6,45.15,3,63.01,72.04,0.0,0.0,0.6231309673932625,0.6862257184138706,0.5903836891956975,0.9870293640785444,0.9129886506935687,0.9600072059088453,0.9264997297784183,0.6088992974238876,0.7946315979102865,0.9872371167121529,0.9864344196500241,0.992936265853267,0.9564938192326216,0.6183175469577782,0.8452400064215765,0.9446139027131161,0.6698506983464441,0.738722106277091,0.7825493658693209,0.5681489805747311,0.4799325734467812,0,0,1,0,68.75,188.0,29.75,71.5,15.0,1.45,4.31,36.5,121.0,6.95,4.15,4.386,0.9566831990080595,86.81,0.485825,0.3724,-0.045633333
Danny Gray - 121926,2021,25.43,39.12,13.69,34.62,39.21,45.74,2,32.26,90.65,0.0,0.0,0.4773914609980184,0.5996147054101783,0.2977203403435543,0.8074220861106107,0.8270581877139254,0.9236173662403171,0.945054945054945,0.36840208971356514,0.9578454332552693,0.7984427676994702,0.7941884732701878,0.931770749719056,0.9479852303740568,0.44822603949269546,0.9506341306790818,0.6475357200192647,0.7761277893722909,0.8043024562530101,0.8232461069192487,0.2939476641515492,0.9205329908492534,0,0,1,0,71.875,186.0,31.875,76.875,13.6,1.57,4.33,34.0,126.0,7.132,4.3740000000000006,4.42,0.8477764000826618,80.41,-0.34465,-0.887371429,-1.0
DJ Chark - 47702,2017,57.23,38.84,-18.39,37.7,40.02,46.37,2,62.28,64.74,1.0,0.5,0.5370203566924878,0.5857280462353508,0.5504896452078986,0.8119257791388939,0.7632858944334354,0.9416321383534498,0.6665465681859124,0.9618086831201585,0.5764727076202486,0.7995665435864505,0.7465082677797399,0.9531224915716808,0.7127147214641194,0.969096163108043,0.6718574410017659,0.6536362176914432,0.6737839139508749,0.8232461069192487,0.595922298924386,0.925349173222026,0.4461390271311607,1,0,1,0,74.875,199.0,32.375,79.0,16.0,1.54,4.34,40.0,129.0,6.958,4.25,4.464,0.6898925397809464,85.29,0.3529250002,0.08841702380000002,-0.37940066660000005
Luke McCaffrey - 101634,2023,21.49,38.71,17.22,31.77,39.85,48.15,2,15.53,87.22,2.0,1.0,0.7434696451089894,0.7107079788087975,0.7072563814416439,0.9736984327148261,0.9063231850117096,0.8803819131687984,0.9358674112772474,0.47378850657539184,0.6487119437939111,0.9812971584524001,0.900305024883609,0.8535880558677156,0.9306469738320757,0.4960667843955691,0.7129555305827581,0.8350457537325413,0.8430727243538289,0.8150585968855354,0.8240488039813775,0.4276769947021994,0.5143682774121047,0,1,0,0,73.625,198.0,30.125,74.5,16.0,1.52,4.46,36.0,121.0,6.7,4.02,4.49,0.8184314941103534,79.02,0.95885,0.263628571,0.914285714
Adonai Mitchell - 146712,2023,40.67,38.04,-2.63,35.65,48.57,66.43,2,45.38,66.12,1.0,0.5,0.27184291118717346,0.4574570557071761,0.12016375020067427,0.8564222662583318,0.5067555395424248,0.6732120338677716,0.9108268780399928,0.8621869933345343,0.22680598090434156,0.9882806228929202,0.592631240969658,0.6677636859849093,0.9682131963397014,0.8650666238561567,0.3775886980253652,0.3351260234387542,0.42326216086049123,0.590704768020549,0.7553379354631562,0.8130518542302135,0.1391876705731257,1,0,1,0,74.25,205.0,32.375,77.625,17.8,1.52,4.34,39.5,136.0,6.922,4.166,4.52,0.7334965902045877,92.47,0.5806,-0.473516667,-0.50105
Keon Coleman - 144949,2023,49.42,37.77,-11.65,33.73,41.01,57.44,2,20.42,81.76,1.0,0.5,0.41145739506395246,0.5632525284957457,0.16728206774763205,0.8333633579535219,0.7834624392001441,0.6955503512880562,0.9328049000180147,0.47162673392181587,0.4202846333993875,0.9220581152672981,0.7420934339380317,0.8008508588858565,0.941403114464601,0.5984909295231979,0.7510033713276609,0.14255899823406645,0.7200192647294911,0.4307272435382887,0.8130518542302135,0.2206614223791941,0.1391876705731257,1,0,1,0,75.25,213.0,32.125,78.125,17.2,1.54,4.61,38.0,127.0,7.217999999999999,4.306,4.5,0.8052056209960736,77.42,0.38264,-0.222355556,-0.25939
Treylon Burks - 99218,2021,24.16,37.66,13.5,37.01,42.1,57.66,3,27.21,87.21,1.0,0.33,0.7771572689605476,0.7763685984909295,0.697543746989886,0.8533597549990992,0.8800216177265358,0.968113853359755,0.912628355251306,0.5966492523869573,0.8537200504413619,0.8145769786482582,0.9202921817306149,0.9835447102263606,0.9693369722266817,0.8958901910419008,0.9422058115267298,0.7315781024241451,0.7111895970460748,0.7114304061647134,0.0,0.3303901107721946,0.3775886980253652,1,0,1,0,74.0,225.0,33.5,79.125,16.8,1.54,4.55,33.0,122.0,7.28,4.336,4.38,0.9680491837156437,70.26,0.6876,0.1123375,0.288966667
Dede Westbrook - 11865,2016,39.77,37.62,-2.15,30.69,40.83,55.43,2,100.0,79.09,0.0,0.0,0.27220320662943615,0.38208380157328625,0.2287686627066945,0.9751396144838768,0.7434696451089894,0.9722572509457755,0.9508196721311475,0.6303368762385155,0.9464961268239956,0.9593032589500723,0.9094557713918767,0.9921335687911382,0.9892438593674747,0.7021993899502328,0.9528816824530422,0.9075292984427678,0.3925991330871729,0.6715363621769145,0.571440038529459,0.4960667843955691,0.8609728688393,1,0,1,0,71.88,178.0,30.63,72.38,13.8,1.542,4.442,34.1,121.2,6.843999999999999,4.1160000000000005,4.402,0.9829282909692085,72.06,-0.09330800000000002,-0.40314427779999995,-0.5799133334
Antonio Gibson - 78050,2019,8.49,37.44,28.95,29.89,45.16,65.12,1,65.01,93.94,0.0,0.0,0.6793370563862368,0.792823888264569,0.5430245625301011,0.6467303188614664,0.4640605296343001,0.8720951179967573,0.9524410016213295,0.47721131327688704,0.8926319582057287,0.8493337614384331,0.631963397013967,0.8491732220260074,0.9824209343393803,0.5258468454005458,0.9800128431529941,0.18502167282067747,0.42920211912024403,0.7975598009311285,0.9018301493016535,0.4077701075614063,0.26585326697704287,0,0,1,0,72.375,228.0,31.125,75.5,16.0,1.51,4.39,35.0,118.0,6.965999999999999,4.1899999999999995,4.48,0.7244038024385203,87.39,0.095913,-0.024725515799999997,-0.4476273334
Jalen Tolbert - 61637,2021,35.76,37.38,1.62,30.85,36.38,44.92,3,19.73,78.06,2.0,0.67,0.25779138893892994,0.5851661582918607,0.04567346283512602,0.8985768330030625,0.862547288776797,0.8895694469464961,0.8481354710862907,0.8519185732300486,0.827958926319582,0.9795312249157168,0.9054422860812329,0.9674907689837855,0.8463637823085568,0.9298442767699471,0.9506341306790818,0.15805105153315138,0.6063573607320597,0.5097929041579707,0.0,0.5056188794349012,0.46508267779739926,0,1,0,0,73.125,194.0,32.25,76.375,15.4,1.54,4.49,36.0,123.0,7.08,4.326,4.46,0.9415974374870841,66.91,0.10115,0.614857143,0.14202
Xavier Hutchinson - 122518,2022,15.65,37.38,21.73,36.39,41.46,52.91,3,38.83,88.69,1.0,0.33,0.4763105746712304,0.5613260555466367,0.46612618397816663,0.9708160691767249,0.9718969555035128,0.9344262295081968,0.7160871914970276,0.266078184110971,0.6526751936588002,0.9597046074811366,0.991651950553861,0.934981537967571,0.7172900947182533,0.37943490126826135,0.7309359447744421,0.8856156686466528,0.8679563332798202,0.8357681810884572,0.6379033552737197,0.17996468132926632,0.43193128913148177,1,0,1,0,73.875,203.0,31.375,74.875,14.6,1.55,4.53,36.0,116.0,6.91,4.35,4.46,0.9945009299442034,64.48,0.56662,0.2034,-0.659225
Parker Washington - 129799,2022,27.1,37.31,10.21,32.23,39.16,48.79,3,49.16,84.86,0.0,0.0,0.8317420284633399,0.944052014769626,0.7089420452721144,0.9315438659700955,0.6757341019636102,0.797694109169519,0.6811385335975499,0.37975139614483877,0.6858223743469645,0.9446139027131161,0.7701075614063253,0.8357681810884572,0.8296676834162787,0.48458821640712796,0.7510033713276609,0.7668967731578102,0.4776850216728207,0.586209664472628,0.5002408091186387,0.27861615026489,0.4461390271311607,1,0,1,0,69.75,204.0,29.0,72.0,16.0,1.528,4.470000000000001,35.2,120.4,7.042,4.336,4.49,0.9356044637321761,68.13,0.796416667,0.7193875,-0.832
Phillip Dorsett - 9462,2014,40.2,37.26,-2.94,34.25,38.66,46.29,1,100.0,85.39,0.0,0.0,0.4685642226625833,0.5084283191523519,0.5084283191523519,0.9625292740046838,0.45793550711583497,0.9124482075301747,0.9544226265537741,0.9607277967933706,0.9718969555035128,0.909857119922941,0.4501525124418045,0.8723711671215283,0.9236635093915556,0.951115748916359,0.9593032589500723,0.909857119922941,0.4501525124418045,0.8723711671215283,0.9236635093915556,0.951115748916359,0.9593032589500723,1,0,1,0,69.75,185.0,30.25,74.75,13.0,1.54,4.33,37.0,122.0,6.7,4.11,4.368,0.8715416408348833,85.53,0.1515573334,-0.5710579285999999,-0.603585
Corey Coleman - 10649,2015,25.45,36.93,11.48,35.37,40.44,52.43,2,100.0,82.9,0.0,0.0,0.550351288056206,0.6090865307432974,0.5420613260555467,0.9228967753557917,0.9782021257431094,0.9935146820392722,0.9944154206449288,0.743289497387858,0.8693929021797874,0.8665114785679885,0.9793706855032911,0.9912506020227966,0.9964681329266335,0.7802215443891475,0.8746989886017017,0.8214801733825654,0.9326537164873977,0.9840263284636378,0.9685342751645529,0.6277091025846845,0.7853588055867715,1,0,1,0,70.625,194.0,30.25,72.875,17.0,1.5340000000000003,4.438,40.5,129.0,6.867999999999999,4.234,4.432,0.9951208927464352,76.17,-0.080762,-0.6049601508,-0.82685
Zach Pascal - 12303,2016,47.3,36.32,-10.98,28.62,35.52,41.67,3,100.0,44.26,0.0,0.0,0.5498108448928121,0.6423181891154278,0.420211912024402,0.9836065573770492,0.8773194019095658,0.8755179246982525,0.8688524590163934,0.7306791569086651,0.4179427130246802,0.9859528014127469,0.9274361855835608,0.9325734467811848,0.9171616631883127,0.7257986835768181,0.613260555466367,0.880317868036603,0.6270669449349815,0.581072403275004,0.7311767538930808,0.6846203242896131,0.2332637662546155,0,0,1,0,73.63,219.0,32.0,77.0,14.0,1.58,4.55,36.0,126.0,7.11,4.29,4.502,0.9240318247571813,73.33,0.11476999999999997,-0.20180294440000002,-0.8546066666000002
Zay Jones - 11792,2016,34.94,36.0,1.06,32.15,40.88,51.93,3,100.0,60.4,2.0,0.67,0.7398666906863628,0.8901107721945738,0.5719216567667362,0.9976580796252927,0.9376688884885607,0.8947937308593046,0.6442082507656278,0.16537560799855883,0.5687263556116016,0.9984748755819554,0.9895649381923263,0.95561085246428,0.706533954085728,0.22732380799486274,0.6444052014769626,0.9812971584524001,0.5740889388344839,0.5371648739765612,0.5551452881682453,0.14617113501364584,0.4461390271311607,0,0,0,1,74.13,201.0,32.5,77.5,15.0,1.51,4.45,36.5,133.0,6.79,4.01,4.432,1.0054536061169663,90.47,-0.0561423334,-0.5984289444,-0.7592
Quez Watkins - 61664,2019,32.08,35.83,3.75,32.13,37.44,43.71,3,30.26,84.99,1.0,0.33,0.29310034228067017,0.5569112217049286,0.06774763204366673,0.9183930823275086,0.8967753557917493,0.9149702756260133,0.8387677895874617,0.6395244100162133,0.8893892992253648,0.9262321399903677,0.9026328463637823,0.9609086530743297,0.8882645689516776,0.7648097607962755,0.9300048161823727,0.6123775886980254,0.6816503451597368,0.6574891635896613,0.5970460748113662,0.28592069353026167,0.6859849092952319,0,0,1,0,72.125,185.0,32.875,78.875,13.6,1.51,4.35,36.5,125.0,7.28,4.36,4.58,0.902333126679066,79.85,0.96,0.605057143,-0.73095
David Bell - 97989,2021,27.04,35.73,8.69,33.94,38.51,49.2,3,18.3,86.47,2.0,0.67,0.30426950099081246,0.42454647615989727,0.28576015411783595,0.9803638983966853,0.9288416501531256,0.9178526391641145,0.8259773013871374,0.4757701315078364,0.49558638083228246,0.9878792743618559,0.9184459784877187,0.9325734467811848,0.9397174506341307,0.5258468454005458,0.6859849092952319,0.7648900305024884,0.8612136779579387,0.8150585968855354,0.6822122331032269,0.4276769947021994,0.3441965002408091,1,1,0,0,72.875,212.0,31.875,76.625,16.2,1.59,4.65,33.0,118.0,7.14,4.57,4.52,0.9938809671419715,56.14,0.41545,0.0732,-0.9009
Equanimeous St Brown - 47967,2017,19.46,35.34,15.88,23.4,32.05,41.06,2,61.02,57.8,1.0,0.5,0.4190235993514682,0.4918927596724996,0.41868678760635736,0.9263195820572869,0.8389479373085931,0.884525310754819,0.8838047198702936,0.7654476670870114,0.6362817510358494,0.889308075132445,0.8210788248515011,0.931770749719056,0.9121849414031145,0.8130518542302135,0.7129555305827581,0.805667041258629,0.7648097607962755,0.6574891635896613,0.6954567346283512,0.6277091025846845,0.49783271793225237,1,0,1,0,76.75,214.0,33.0,78.875,20.0,1.49,4.48,36.8,125.2,6.8260000000000005,4.198,4.4719999999999995,0.7777206034304609,81.6,0.19346466680000002,-0.524522976,-0.787816
KJ Osborn - 23503,2019,39.96,35.27,-4.69,23.82,34.58,43.03,3,21.15,60.82,2.0,0.67,0.5712484237074401,0.697543746989886,0.2063734146733023,0.8958746171860926,0.7038371464600973,0.6193478652495046,0.7506755539542425,0.7984147000540444,0.5964691046658259,0.9524803339219778,0.883528656285118,0.8517418526248194,0.8009311285920694,0.9092149622732381,0.7941884732701878,0.4503933215604431,0.19617916198426713,0.21135013645850056,0.5259271151067587,0.46741049927757267,0.22234708620966448,1,1,0,0,71.5,203.0,31.25,75.0,18.0,1.47,4.48,37.5,123.0,7.0,4.35,4.54,0.6150836949783013,79.81,0.400997,-0.15603845239999997,0.03429285719999999
Chris Conley - 9509,2014,33.48,35.23,1.75,30.36,42.72,57.31,1,100.0,35.97,0.0,0.0,0.47595027922896777,0.5133247712313372,0.5133247712313372,0.8250765627814808,0.6474509097459917,0.9353269681138534,0.9690145919654116,0.9165916051161953,0.45775535939470363,0.7386418365708781,0.6091668004495103,0.9024723069513566,0.9480655000802697,0.8991009792904158,0.46508267779739926,0.7386418365708781,0.6091668004495103,0.9024723069513566,0.9480655000802697,0.8991009792904158,0.46508267779739926,1,0,1,0,73.875,213.0,33.75,81.0,18.0,1.52,4.35,45.0,139.0,7.06,4.3,4.502000000000001,0.8149183715643729,95.94,0.009315999999999991,-0.5281478016000001,-0.8798999999999999
Rashad Greene - 9572,2014,7.73,34.96,27.23,32.08,36.95,43.84,1,100.0,71.83,0.0,0.0,0.4637002341920375,0.5028897094236635,0.5028897094236635,0.9971176364618988,0.9254188434516304,0.947757160871915,0.7332012250045037,0.4640605296343001,0.7614844172221221,0.9944613902713116,0.8907529298442768,0.9191684058436346,0.6983464440520147,0.456895167763686,0.7309359447744421,0.9944613902713116,0.8907529298442768,0.9191684058436346,0.6983464440520147,0.456895167763686,0.7309359447744421,1,0,1,0,71.375,182.0,31.625,75.625,11.2,1.63,4.53,36.5,122.0,6.88,4.12,4.418000000000001,1.0075201487910725,59.56,-0.06848000000000001,-0.06063349200000001,-0.23310333339999997
James Proche - 48037,2019,5.25,34.93,29.68,28.15,39.3,52.63,4,49.37,89.22,2.0,0.5,0.667447306791569,0.7304543265371649,0.514769625943169,0.9686542965231489,0.9610880922356332,0.945054945054945,0.9448747973338137,0.47721131327688704,0.7614844172221221,0.985230374056831,0.9798523037405683,0.9276769947021994,0.9551292342270027,0.7874458179483063,0.9128270990528174,0.7521271472146412,0.48651468935623693,0.9076095681489805,0.8193128913148178,0.338497351099695,0.4461390271311607,0,0,1,0,70.625,201.0,29.75,72.625,20.0,1.5200000000000002,4.5120000000000005,34.5,120.2,7.27,4.4,4.52,0.9965674726183096,60.24,0.033433333,-0.372228571,-0.116677778
Richie James - 28991,2017,33.58,34.78,1.2,31.75,34.45,36.67,3,81.69,86.03,1.0,0.33,0.8502972437398667,0.827580671054744,0.8035800288970942,0.9493784903620969,0.987389659520807,0.967032967032967,0.9128085029724374,0.1835705278328229,0.8784002882363539,0.99357842350297,0.9913308717290095,0.9770428640231177,0.8881040295392519,0.3218815219136298,0.9323326376625461,0.5124418044629957,0.9580992133568791,0.7497993257344678,0.8431529940600417,0.08179483063091988,0.4799325734467812,0,0,0,1,70.125,183.0,31.25,76.375,6.0,1.59,4.48,35.5,122.0,6.87,4.16,4.382,0.9984273610250052,66.88,0.10511333340000002,-0.3924817778,-0.6721449999999999
Quentin Johnston - 123085,2022,59.7,34.53,-25.17,31.48,35.1,39.22,3,10.72,89.7,3.0,1.0,0.25707079805440464,0.41282709905281745,0.18165034515973671,0.8288596649252387,0.8654296523148982,0.9522608539001982,0.8430913348946136,0.902720230589083,0.9326247522968835,0.880317868036603,0.9058436346122973,0.96203242896131,0.9179643602504415,0.9475036121367796,0.9300048161823727,0.6453684379515171,0.524482260394927,0.8604109808958099,0.5716005779418847,0.6482581473751806,0.8042221865467972,1,1,0,0,74.75,208.0,33.625,81.625,17.8,1.562,4.5840000000000005,40.5,134.0,7.104000000000001,4.2459999999999996,4.43,0.8601756561272991,73.27,0.848675,-0.6186,-0.2793
Tyler Johnson - 48054,2019,29.47,34.08,4.61,31.09,38.78,56.02,4,41.23,77.71,1.0,0.25,0.6254728877679697,0.7856798844116231,0.2681810884572162,0.8375067555395425,0.9765807962529274,0.9616285353990272,0.9699153305710683,0.5707079805440461,0.5494505494505495,0.8950072242735592,0.9886017017177717,0.9849895649381923,0.9711831754695778,0.8074329747953123,0.7639267940279338,0.45472788569593836,0.5517739605073045,0.34997591908813613,0.5218333600899021,0.28592069353026167,0.1391876705731257,1,0,1,0,73.375,206.0,30.875,75.0,14.6,1.5459999999999998,4.5520000000000005,35.8,123.2,7.198,4.406000000000001,4.52,0.9690824550526969,64.45,0.993266667,0.261866667,-0.29372
TreQuan Smith - 48228,2017,37.27,33.73,-3.54,32.09,33.58,35.07,3,70.85,58.29,1.0,0.33,0.3516483516483517,0.4896452078985391,0.30646973832075775,0.9823455233291298,0.7665285534137993,0.8911907764366781,0.842731039452351,0.7958926319582057,0.5934065934065934,0.9835447102263606,0.8736554824209344,0.9432493177074972,0.9540054583400225,0.8260555466366993,0.6859849092952319,0.8914753572001927,0.5724032750040134,0.718815219136298,0.6102905763364906,0.6386257826296355,0.3441965002408091,1,0,1,0,73.75,203.0,33.375,80.375,12.0,1.56,4.49,37.5,130.0,6.97,4.5,4.494,0.9539966935317215,72.12,-0.009074000000000004,-0.7109147778,-0.7273361906
Allen Lazard - 48135,2017,58.25,33.56,-24.69,26.58,32.93,36.2,4,75.85,45.47,1.0,0.25,0.39848675914249687,0.5761759511960186,0.05394124257505217,0.9859484777517564,0.8447126643847955,0.8182309493784904,0.7791388938929923,0.5898036389839668,0.45775535939470363,0.9886819714239846,0.9436506662385615,0.9191684058436346,0.8621769144324932,0.7358323968534275,0.613260555466367,0.9284796917643281,0.4933376143843314,0.40247230695135655,0.465885374859528,0.47607962754856314,0.3441965002408091,1,0,1,0,76.625,227.0,32.25,78.75,17.0,1.56,4.55,38.0,122.0,6.792,4.1659999999999995,4.49,0.9403575118826204,74.33,0.195616,-0.5229641110000001,-0.6992826665999999
Van Jefferson - 47447,2019,47.64,33.1,-14.54,28.91,33.09,39.2,4,58.09,50.11,2.0,0.5,0.6539362277067196,0.9335366832557392,0.4792904157970782,0.9263195820572869,0.6002522068095839,0.6791569086651054,0.6887047378850657,0.5362997658079626,0.4770311655557557,0.9540054583400225,0.693690801091668,0.7758067105474394,0.8429121849414031,0.879033552737197,0.6318831273077541,0.7474715042542944,0.3973350457537325,0.45280141274682933,0.3994220581152673,0.17996468132926632,0.35976882324610693,1,0,1,0,73.5,200.0,32.75,77.125,17.2,1.554,4.531999999999999,34.7,123.2,6.95,4.294,4.57,0.6340958875800785,63.18,-0.17575,-0.884216667,-0.840014286
