,ID.x,ID.y,similarity
1559,Kaedin Robinson - 144468,Austin Watkins - 84457,68.62
1560,Nate McCollum - 122487,Antoine Green - 77985,83.4
1561,Nate McCollum - 122487,Dillon Mitchell - 42338,80.12
1562,Nate McCollum - 122487,Jalen McMillan - 131905,74.93
1563,Nate McCollum - 122487,Freddie Swain - 26448,74.65
1564,Nate McCollum - 122487,Tim Jones - 61669,70.04
1565,Carlos Hernandez - 174167,Jalen McMillan - 131905,89.56
1566,Carlos Hernandez - 174167,Dillon Mitchell - 42338,74.79
1567,Carlos Hernandez - 174167,Antoine Green - 77985,68.32
1568,Carlos Hernandez - 174167,Tim Jones - 61669,59.92
1569,Carlos Hernandez - 174167,Freddie Swain - 26448,58.71
1570,Jordan Ross - 191068,JMon Moore - 48316,86.19
1571,Jordan Ross - 191068,KaRaun White - 47784,77.55
1572,Jordan Ross - 191068,Marcell Ateman - 23670,74.84
1573,Jordan Ross - 191068,Michael Woods - 84117,66.56
1574,Jordan Ross - 191068,Korey Robertson - 47774,65.69
1575,Isaiah Horton - 162735,Javon Baker - 123904,84.73
1576,Isaiah Horton - 162735,Antoine Green - 77985,80.17
1577,Isaiah Horton - 162735,Isaiah Coulter - 55307,75.7
1578,Isaiah Horton - 162735,Tim Jones - 61669,74.04
1579,Isaiah Horton - 162735,Dillon Mitchell - 42338,69.19
1580,Solomon Lewis - 145250,Tre Nixon - 40445,78.24
1581,Solomon Lewis - 145250,DeAndrew White - 9697,66.15
1582,Solomon Lewis - 145250,Dres Anderson - 9690,61.59
1583,Solomon Lewis - 145250,Quadree Henderson - 48008,46.72
1584,Solomon Lewis - 145250,Braxton Berrios - 47961,43.48
1585,Reece Vander Zee - 189694,Stephen Guidry - 84308,67.26
1586,Reece Vander Zee - 189694,Dillon Mitchell - 42338,65.23
1587,Reece Vander Zee - 189694,Quartney Davis - 39931,63.35
1588,Reece Vander Zee - 189694,Cornell Powell - 40689,62.86
1589,Reece Vander Zee - 189694,Antoine Green - 77985,62.84
1590,Jay Wilkerson - 131961,Racey McMath - 61401,93.98
1591,Jay Wilkerson - 131961,Jonathan Adams - 61148,80.17
1592,Jay Wilkerson - 131961,Erik Ezukanma - 78148,70.21
1593,Jay Wilkerson - 131961,Brenden Rice - 131692,66.07
1594,Jay Wilkerson - 131961,Brandon Smith - 61327,65.53
1595,Isiah Paige - 145348,Michael Woods - 84117,76.47
1596,Isiah Paige - 145348,Jalen Brooks - 111284,75.07
1597,Isiah Paige - 145348,Riley Ridley - 47933,68.33
1598,Isiah Paige - 145348,Chris Lacy - 29726,63.14
1599,Isiah Paige - 145348,Stephen Guidry - 84308,60.21
1600,Kenny Johnson - 175419,Antoine Green - 77985,88.59
1601,Kenny Johnson - 175419,Dillon Mitchell - 42338,86.12
1602,Kenny Johnson - 175419,Racey McMath - 61401,73.92
1603,Kenny Johnson - 175419,Isaiah Coulter - 55307,72.49
1604,Kenny Johnson - 175419,Cornell Powell - 40689,66.58
1605,Money Parks - 131870,Stephen Guidry - 84308,49.74
1606,Money Parks - 131870,Tre Nixon - 40445,45.17
1607,Money Parks - 131870,Jalen McMillan - 131905,37.79
1608,Money Parks - 131870,Tyrie Cleveland - 42134,35.66
1609,Money Parks - 131870,Chris Lacy - 29726,33.8
1610,Deuce Alexander - 176077,Michael Woods - 84117,86.76
1611,Deuce Alexander - 176077,KaRaun White - 47784,81.79
1612,Deuce Alexander - 176077,Chris Lacy - 29726,80.26
1613,Deuce Alexander - 176077,Cornell Powell - 40689,71.46
1614,Deuce Alexander - 176077,JMon Moore - 48316,65.94
1615,Kris Hutson - 131713,Michael Woods - 84117,81.6
1616,Kris Hutson - 131713,Chris Lacy - 29726,76.27
1617,Kris Hutson - 131713,Riley Ridley - 47933,73.16
1618,Kris Hutson - 131713,KaRaun White - 47784,69.83
1619,Kris Hutson - 131713,Jalen Brooks - 111284,66.75
1620,Omari Evans - 164168,Jalen Brooks - 111284,82.6
1621,Omari Evans - 164168,Michael Woods - 84117,81.84
1622,Omari Evans - 164168,Riley Ridley - 47933,72.62
1623,Omari Evans - 164168,Cornell Powell - 40689,67.42
1624,Omari Evans - 164168,Chris Lacy - 29726,64.6
1625,Nick Cenacle - 169053,Dillon Mitchell - 42338,70.03
1626,Nick Cenacle - 169053,Devaughn Vele - 100637,66.5
1627,Nick Cenacle - 169053,Cornelius Johnson - 97996,64.84
1628,Nick Cenacle - 169053,JaLynn Polk - 123153,58.27
1629,Nick Cenacle - 169053,Antoine Green - 77985,57.07
1630,Nick Marsh - 183541,Trishton Jackson - 41247,73.54
1631,Nick Marsh - 183541,Javon Baker - 123904,72.2
1632,Nick Marsh - 183541,Dax Milne - 84147,70.97
1633,Nick Marsh - 183541,Damonte Coxie - 61419,69.81
1634,Nick Marsh - 183541,Ronnie Bell - 84288,66.72
1635,Ryan Wingo - 184520,Dillon Mitchell - 42338,69.03
1636,Ryan Wingo - 184520,Jalen McMillan - 131905,63.59
1637,Ryan Wingo - 184520,Antoine Green - 77985,62.42
1638,Ryan Wingo - 184520,Devaughn Vele - 100637,56.6
1639,Ryan Wingo - 184520,JaLynn Polk - 123153,55.91
1640,Quincy Skinner - 146965,Cornell Powell - 40689,73.15
1641,Quincy Skinner - 146965,Racey McMath - 61401,69.85
1642,Quincy Skinner - 146965,Quartney Davis - 39931,69.0
1643,Quincy Skinner - 146965,TJ Vasher - 42135,63.99
1644,Quincy Skinner - 146965,Jonathan Adams - 61148,59.76
1645,Rico Flores - 171083,Brenden Rice - 131692,85.92
1646,Rico Flores - 171083,Omar Bayless - 25522,73.63
1647,Rico Flores - 171083,Austin Watkins - 84457,71.67
1648,Rico Flores - 171083,Erik Ezukanma - 78148,70.75
1649,Rico Flores - 171083,Javon Baker - 123904,70.3
1650,Sahmir Hagans - 143854,Dillon Mitchell - 42338,78.91
1651,Sahmir Hagans - 143854,Antoine Green - 77985,72.82
1652,Sahmir Hagans - 143854,Jalen McMillan - 131905,65.85
1653,Sahmir Hagans - 143854,Cornell Powell - 40689,62.32
1654,Sahmir Hagans - 143854,Isaiah Coulter - 55307,62.26
1655,Kenneth Womack - 142085,Isaiah Coulter - 55307,67.76
1656,Kenneth Womack - 142085,Dillon Mitchell - 42338,67.61
1657,Kenneth Womack - 142085,Tim Jones - 61669,65.45
1658,Kenneth Womack - 142085,Skyy Moore - 97116,65.1
1659,Kenneth Womack - 142085,Malik Washington - 97108,64.87
1660,Cade McDonald - 101725,Cornelius Johnson - 97996,95.46
1661,Cade McDonald - 101725,Jonathan Adams - 61148,74.83
1662,Cade McDonald - 101725,Jester Weah - 48162,70.94
1663,Cade McDonald - 101725,Brandon Smith - 61327,70.9
1664,Cade McDonald - 101725,Gary Jennings - 48331,65.31
1665,Aaron Anderson - 157010,JMon Moore - 48316,83.42
1666,Aaron Anderson - 157010,KaRaun White - 47784,69.09
1667,Aaron Anderson - 157010,Cornell Powell - 40689,68.45
1668,Aaron Anderson - 157010,Michael Woods - 84117,65.95
1669,Aaron Anderson - 157010,Antoine Green - 77985,65.44
1670,Marlyn Johnson - 98289,Tre Nixon - 40445,59.04
1671,Marlyn Johnson - 98289,Jalen McMillan - 131905,53.46
1672,Marlyn Johnson - 98289,Stephen Guidry - 84308,52.76
1673,Marlyn Johnson - 98289,Rico Bussey - 45380,50.15
1674,Marlyn Johnson - 98289,Jalen Brooks - 111284,47.35
1675,Reese Smith - 123432,Jonathan Adams - 61148,87.17
1676,Reese Smith - 123432,Gary Jennings - 48331,80.66
1677,Reese Smith - 123432,Michael Wilson - 84423,74.18
1678,Reese Smith - 123432,Brandon Smith - 61327,69.1
1679,Reese Smith - 123432,Racey McMath - 61401,68.3
1680,Omarion Dollison - 123280,Riley Ridley - 47933,91.33
1681,Omarion Dollison - 123280,Michael Woods - 84117,87.64
1682,Omarion Dollison - 123280,Chris Lacy - 29726,78.82
1683,Omarion Dollison - 123280,Jalen Brooks - 111284,75.25
1684,Omarion Dollison - 123280,Quartney Davis - 39931,74.68
1685,Tyson Mobley - 122350,Dillon Mitchell - 42338,63.11
1686,Tyson Mobley - 122350,Cornell Powell - 40689,60.04
1687,Tyson Mobley - 122350,Stephen Guidry - 84308,59.39
1688,Tyson Mobley - 122350,Antoine Green - 77985,58.55
1689,Tyson Mobley - 122350,Jalen McMillan - 131905,56.52
1690,Tray Taylor - 186494,Tre Nixon - 40445,80.63
1691,Tray Taylor - 186494,DeAndrew White - 9697,61.2
1692,Tray Taylor - 186494,Dres Anderson - 9690,56.18
1693,Tray Taylor - 186494,Braxton Berrios - 47961,54.41
1694,Tray Taylor - 186494,Mario Alford - 9671,49.74
1695,Winston Wright - 99537,Tim Jones - 61669,83.96
1696,Winston Wright - 99537,Antoine Green - 77985,73.67
1697,Winston Wright - 99537,Olabisi Johnson - 47882,71.32
1698,Winston Wright - 99537,Dillon Mitchell - 42338,71.15
1699,Winston Wright - 99537,JaLynn Polk - 123153,68.25
1700,Jaden Smith - 150262,JMon Moore - 48316,90.41
1701,Jaden Smith - 150262,KaRaun White - 47784,69.49
1702,Jaden Smith - 150262,Michael Woods - 84117,67.29
1703,Jaden Smith - 150262,Marcell Ateman - 23670,63.58
1704,Jaden Smith - 150262,Korey Robertson - 47774,63.26
1705,Tre Spivey - 173119,Tre Nixon - 40445,71.49
1706,Tre Spivey - 173119,Dres Anderson - 9690,56.1
1707,Tre Spivey - 173119,Quadree Henderson - 48008,54.75
1708,Tre Spivey - 173119,DeAndrew White - 9697,52.87
1709,Tre Spivey - 173119,Steven Mitchell - 47508,51.58
1710,Isaiah Sategna - 163642,Stephen Guidry - 84308,58.0
1711,Isaiah Sategna - 163642,Tre Nixon - 40445,53.38
1712,Isaiah Sategna - 163642,Jalen McMillan - 131905,52.81
1713,Isaiah Sategna - 163642,Rico Bussey - 45380,51.27
1714,Isaiah Sategna - 163642,Dillon Mitchell - 42338,50.89
1715,Luke Floriea - 130491,Dillon Mitchell - 42338,68.24
1716,Luke Floriea - 130491,Cornelius Johnson - 97996,67.46
1717,Luke Floriea - 130491,Racey McMath - 61401,67.09
1718,Luke Floriea - 130491,Jonathan Adams - 61148,66.24
1719,Luke Floriea - 130491,Jester Weah - 48162,63.75
1720,Simeon Evans - 147304,JaLynn Polk - 123153,86.82
1721,Simeon Evans - 147304,Jonathan Adams - 61148,84.41
1722,Simeon Evans - 147304,Tim Jones - 61669,80.88
1723,Simeon Evans - 147304,Antoine Green - 77985,74.91
1724,Simeon Evans - 147304,Erik Ezukanma - 78148,72.53
1725,Jacob Jordan - 184597,Austin Watkins - 84457,87.53
1726,Jacob Jordan - 184597,Brenden Rice - 131692,76.78
1727,Jacob Jordan - 184597,Javon Baker - 123904,76.62
1728,Jacob Jordan - 184597,Erik Ezukanma - 78148,59.47
1729,Jacob Jordan - 184597,Omar Bayless - 25522,58.93
1730,Eli Pancol - 97995,Dillon Mitchell - 42338,70.48
1731,Eli Pancol - 97995,Antoine Green - 77985,67.83
1732,Eli Pancol - 97995,Quartney Davis - 39931,64.24
1733,Eli Pancol - 97995,Cornell Powell - 40689,62.54
1734,Eli Pancol - 97995,Stephen Guidry - 84308,61.74
1735,Kaden Prather - 144780,Chris Lacy - 29726,62.48
1736,Kaden Prather - 144780,Antoine Green - 77985,61.69
1737,Kaden Prather - 144780,Trishton Jackson - 41247,59.6
1738,Kaden Prather - 144780,Jordan Lasley - 48202,59.12
1739,Kaden Prather - 144780,TJ Vasher - 42135,58.14
1740,Elijah Metcalf - 145307,JMon Moore - 48316,86.12
1741,Elijah Metcalf - 145307,Marcell Ateman - 23670,69.93
1742,Elijah Metcalf - 145307,Jaleel Scott - 48097,67.63
1743,Elijah Metcalf - 145307,KaRaun White - 47784,63.73
1744,Elijah Metcalf - 145307,Korey Robertson - 47774,59.88
1745,Adam Randall - 156252,Tyrie Cleveland - 42134,66.2
1746,Adam Randall - 156252,Stephen Guidry - 84308,40.36
1747,Adam Randall - 156252,Cornelius Johnson - 97996,36.56
1748,Adam Randall - 156252,Davon Grayson - 38079,32.06
1749,Adam Randall - 156252,Brennan Eagles - 78103,30.68
1750,Keelan Marion - 147370,Riley Ridley - 47933,84.32
1751,Keelan Marion - 147370,Michael Woods - 84117,84.19
1752,Keelan Marion - 147370,Jalen Brooks - 111284,80.13
1753,Keelan Marion - 147370,Cornell Powell - 40689,79.56
1754,Keelan Marion - 147370,Quartney Davis - 39931,79.19
1755,Davon Wells - 142483,KaRaun White - 47784,84.51
1756,Davon Wells - 142483,Mekale McKay - 10913,72.32
1757,Davon Wells - 142483,Michael Woods - 84117,70.6
1758,Davon Wells - 142483,Chris Lacy - 29726,68.68
1759,Davon Wells - 142483,JMon Moore - 48316,65.5
1760,Dekel Crowdus - 146733,Tre Nixon - 40445,75.44
1761,Dekel Crowdus - 146733,Dres Anderson - 9690,63.84
1762,Dekel Crowdus - 146733,DeAndrew White - 9697,56.67
1763,Dekel Crowdus - 146733,Steven Mitchell - 47508,56.54
1764,Dekel Crowdus - 146733,Mario Alford - 9671,54.45
1765,Nyck Harbor - 175923,Tyrie Cleveland - 42134,70.07
1766,Nyck Harbor - 175923,Cornelius Johnson - 97996,54.94
1767,Nyck Harbor - 175923,Stephen Guidry - 84308,42.52
1768,Nyck Harbor - 175923,Jester Weah - 48162,41.96
1769,Nyck Harbor - 175923,Brandon Smith - 61327,33.28
1770,Chase Penry - 86538,Stephen Guidry - 84308,58.9
1771,Chase Penry - 86538,Tyrie Cleveland - 42134,40.3
1772,Chase Penry - 86538,Cornell Powell - 40689,39.71
1773,Chase Penry - 86538,Chris Lacy - 29726,35.87
1774,Chase Penry - 86538,Tre Nixon - 40445,35.78
1775,Bru McCoy - 71345,Jonathan Adams - 61148,72.38
1776,Bru McCoy - 71345,Omar Bayless - 25522,67.31
1777,Bru McCoy - 71345,Racey McMath - 61401,63.66
1778,Bru McCoy - 71345,Cornell Powell - 40689,60.26
1779,Bru McCoy - 71345,Antoine Green - 77985,58.99
1780,Christan Horn - 122243,Jonathan Adams - 61148,80.82
1781,Christan Horn - 122243,Racey McMath - 61401,76.76
1782,Christan Horn - 122243,Brenden Rice - 131692,68.94
1783,Christan Horn - 122243,Erik Ezukanma - 78148,60.83
1784,Christan Horn - 122243,Omar Bayless - 25522,59.53
1785,Jameson Tucker - 147090,Tyrie Cleveland - 42134,53.21
1786,Jameson Tucker - 147090,Stephen Guidry - 84308,51.61
1787,Jameson Tucker - 147090,Davon Grayson - 38079,47.98
1788,Jameson Tucker - 147090,Cornelius Johnson - 97996,40.74
1789,Jameson Tucker - 147090,Cornell Powell - 40689,36.78
1790,Bryson Graves - 175806,Cornelius Johnson - 97996,83.25
1791,Bryson Graves - 175806,Jester Weah - 48162,58.87
1792,Bryson Graves - 175806,Jonathan Adams - 61148,48.74
1793,Bryson Graves - 175806,Tyrie Cleveland - 42134,48.02
1794,Bryson Graves - 175806,Brandon Smith - 61327,47.45
1795,KeyShawn Smith - 143950,Dillon Mitchell - 42338,83.4
1796,KeyShawn Smith - 143950,Antoine Green - 77985,79.7
1797,KeyShawn Smith - 143950,Isaiah Coulter - 55307,74.91
1798,KeyShawn Smith - 143950,Quartney Davis - 39931,61.54
1799,KeyShawn Smith - 143950,Cornell Powell - 40689,60.93
1800,Jaron Glover - 158382,Tyrie Cleveland - 42134,52.54
1801,Jaron Glover - 158382,Davon Grayson - 38079,49.09
1802,Jaron Glover - 158382,Stephen Guidry - 84308,48.97
1803,Jaron Glover - 158382,Brennan Eagles - 78103,36.01
1804,Jaron Glover - 158382,Cornelius Johnson - 97996,35.85
1805,Charles Montgomery - 145265,Michael Woods - 84117,86.92
1806,Charles Montgomery - 145265,Riley Ridley - 47933,75.83
1807,Charles Montgomery - 145265,KaRaun White - 47784,75.48
1808,Charles Montgomery - 145265,Jalen Brooks - 111284,73.04
1809,Charles Montgomery - 145265,Cornell Powell - 40689,72.39
1810,Jaron Tibbs - 174972,TJ Vasher - 42135,45.4
1811,Jaron Tibbs - 174972,Darrell Stewart - 27299,43.75
1812,Jaron Tibbs - 174972,Austin Mack - 28070,37.65
1813,Jaron Tibbs - 174972,Brandon Smith - 61327,35.34
1814,Jaron Tibbs - 174972,Racey McMath - 61401,35.34
1815,Jimmy Holiday - 124281,Jalen Brooks - 111284,82.2
1816,Jimmy Holiday - 124281,Michael Woods - 84117,73.8
1817,Jimmy Holiday - 124281,Cornell Powell - 40689,66.51
1818,Jimmy Holiday - 124281,Riley Ridley - 47933,64.21
1819,Jimmy Holiday - 124281,Quartney Davis - 39931,62.07
1820,Roc Taylor - 144283,Jonathan Adams - 61148,68.1
1821,Roc Taylor - 144283,Brenden Rice - 131692,64.63
1822,Roc Taylor - 144283,Austin Watkins - 84457,63.81
1823,Roc Taylor - 144283,Omar Bayless - 25522,61.64
1824,Roc Taylor - 144283,Racey McMath - 61401,58.76
1825,Brandon Inniss - 170255,KaRaun White - 47784,88.04
1826,Brandon Inniss - 170255,Michael Woods - 84117,84.61
1827,Brandon Inniss - 170255,Chris Lacy - 29726,79.17
1828,Brandon Inniss - 170255,Riley Ridley - 47933,70.99
1829,Brandon Inniss - 170255,Cornell Powell - 40689,70.47
1830,Kyrese Rowan - 100635,Jalen Brooks - 111284,83.27
1831,Kyrese Rowan - 100635,Riley Ridley - 47933,78.45
1832,Kyrese Rowan - 100635,Michael Woods - 84117,73.74
1833,Kyrese Rowan - 100635,Quartney Davis - 39931,68.42
1834,Kyrese Rowan - 100635,Cornell Powell - 40689,67.18
1835,Jonathan Brady - 156940,Trishton Jackson - 41247,80.89
1836,Jonathan Brady - 156940,Javon Baker - 123904,75.14
1837,Jonathan Brady - 156940,Isaiah Coulter - 55307,66.61
1838,Jonathan Brady - 156940,Antoine Green - 77985,63.61
1839,Jonathan Brady - 156940,Austin Mack - 28070,62.64
1840,Prince Strachan - 173451,Racey McMath - 61401,66.88
1841,Prince Strachan - 173451,Jonathan Adams - 61148,62.87
1842,Prince Strachan - 173451,Brandon Smith - 61327,59.37
1843,Prince Strachan - 173451,TJ Vasher - 42135,54.19
1844,Prince Strachan - 173451,Cornell Powell - 40689,49.77
1845,Skyler Bell - 145163,Stephen Guidry - 84308,58.38
1846,Skyler Bell - 145163,Tre Nixon - 40445,46.35
1847,Skyler Bell - 145163,Cornell Powell - 40689,38.95
1848,Skyler Bell - 145163,Jalen McMillan - 131905,37.22
1849,Skyler Bell - 145163,Davon Grayson - 38079,35.74
1850,QuaVez Humphreys - 170501,Jonathan Adams - 61148,86.08
1851,QuaVez Humphreys - 170501,Brenden Rice - 131692,80.76
1852,QuaVez Humphreys - 170501,Racey McMath - 61401,78.74
1853,QuaVez Humphreys - 170501,Antoine Green - 77985,75.53
1854,QuaVez Humphreys - 170501,Isaiah Coulter - 55307,74.04
1855,Hank Beatty - 158198,Racey McMath - 61401,60.51
1856,Hank Beatty - 158198,Brandon Smith - 61327,60.21
1857,Hank Beatty - 158198,Jonathan Adams - 61148,59.16
1858,Hank Beatty - 158198,Bennett Skowronek - 27948,50.74
1859,Hank Beatty - 158198,Erik Ezukanma - 78148,47.26
1860,Sean Brown - 111094,Austin Watkins - 84457,78.05
1861,Sean Brown - 111094,Tim Jones - 61669,72.87
1862,Sean Brown - 111094,JaLynn Polk - 123153,69.37
1863,Sean Brown - 111094,Terrace Marshall - 84271,66.86
1864,Sean Brown - 111094,Jonathan Adams - 61148,63.57
1865,Diante Vines - 129483,Quartney Davis - 39931,71.61
1866,Diante Vines - 129483,Cornell Powell - 40689,71.32
1867,Diante Vines - 129483,Stephen Guidry - 84308,71.05
1868,Diante Vines - 129483,Dillon Mitchell - 42338,59.47
1869,Diante Vines - 129483,Antoine Green - 77985,58.75
1870,Miles Coleman - 190604,Antoine Green - 77985,82.41
1871,Miles Coleman - 190604,Dillon Mitchell - 42338,74.61
1872,Miles Coleman - 190604,Isaiah Coulter - 55307,71.1
1873,Miles Coleman - 190604,Cornell Powell - 40689,67.26
1874,Miles Coleman - 190604,Trishton Jackson - 41247,66.74
1875,Terry Lockett - 129625,Quartney Davis - 39931,71.96
1876,Terry Lockett - 129625,Stephen Guidry - 84308,71.11
1877,Terry Lockett - 129625,Cornell Powell - 40689,69.67
1878,Terry Lockett - 129625,Davon Grayson - 38079,60.24
1879,Terry Lockett - 129625,Dillon Mitchell - 42338,57.96
1880,Keagan Johnson - 144848,Tyrie Cleveland - 42134,66.83
1881,Keagan Johnson - 144848,Cornelius Johnson - 97996,55.42
1882,Keagan Johnson - 144848,Brandon Smith - 61327,41.42
1883,Keagan Johnson - 144848,Stephen Guidry - 84308,40.57
1884,Keagan Johnson - 144848,Brennan Eagles - 78103,39.81
1885,Justin Robinson - 124036,Cornelius Johnson - 97996,58.26
1886,Justin Robinson - 124036,Racey McMath - 61401,56.43
1887,Justin Robinson - 124036,Jonathan Adams - 61148,54.53
1888,Justin Robinson - 124036,Brandon Smith - 61327,54.24
1889,Justin Robinson - 124036,Tyrie Cleveland - 42134,51.78
1890,Cameron Wright - 144289,Davon Grayson - 38079,60.83
1891,Cameron Wright - 144289,Stephen Guidry - 84308,47.7
1892,Cameron Wright - 144289,Quartney Davis - 39931,43.41
1893,Cameron Wright - 144289,TJ Vasher - 42135,38.24
1894,Cameron Wright - 144289,Cornell Powell - 40689,37.22
1895,Jacob Bernard - 97218,JhaQuan Jackson - 101135,77.31
1896,Jacob Bernard - 97218,Jamari Thrash - 97399,76.48
1897,Jacob Bernard - 97218,Trishton Jackson - 41247,62.12
1898,Jacob Bernard - 97218,Antoine Green - 77985,61.45
1899,Jacob Bernard - 97218,Dillon Mitchell - 42338,58.05
1900,Marlion Jackson - 162957,Michael Woods - 84117,81.1
1901,Marlion Jackson - 162957,Cornell Powell - 40689,80.48
1902,Marlion Jackson - 162957,Jalen Brooks - 111284,75.53
1903,Marlion Jackson - 162957,KaRaun White - 47784,75.25
1904,Marlion Jackson - 162957,Riley Ridley - 47933,69.15
1905,Donte Lee - 184692,Jalen McMillan - 131905,72.55
1906,Donte Lee - 184692,Cornell Powell - 40689,70.75
1907,Donte Lee - 184692,Antoine Green - 77985,70.42
1908,Donte Lee - 184692,Dillon Mitchell - 42338,70.3
1909,Donte Lee - 184692,Isaiah Coulter - 55307,59.28
1910,Oran Singleton - 145589,Tim Jones - 61669,78.68
1911,Oran Singleton - 145589,Isaiah Coulter - 55307,70.47
1912,Oran Singleton - 145589,JaLynn Polk - 123153,70.45
1913,Oran Singleton - 145589,Antoine Green - 77985,68.19
1914,Oran Singleton - 145589,Javon Baker - 123904,67.34
1915,Brock Rechsteiner - 150309,Dillon Mitchell - 42338,73.91
1916,Brock Rechsteiner - 150309,Tim Jones - 61669,73.55
1917,Brock Rechsteiner - 150309,Antoine Green - 77985,68.67
1918,Brock Rechsteiner - 150309,Jalen McMillan - 131905,65.83
1919,Brock Rechsteiner - 150309,Isaiah Coulter - 55307,62.85
1920,Anthony Sambucci - 130663,Cornell Powell - 40689,81.32
1921,Anthony Sambucci - 130663,Quartney Davis - 39931,73.48
1922,Anthony Sambucci - 130663,Jalen Brooks - 111284,72.93
1923,Anthony Sambucci - 130663,Antoine Green - 77985,72.44
1924,Anthony Sambucci - 130663,Riley Ridley - 47933,68.47
1925,Ayden Greene - 174784,Rico Bussey - 45380,69.75
1926,Ayden Greene - 174784,Jalen Brooks - 111284,63.5
1927,Ayden Greene - 174784,Riley Ridley - 47933,55.68
1928,Ayden Greene - 174784,Quartney Davis - 39931,55.08
1929,Ayden Greene - 174784,Tre Nixon - 40445,54.53
1930,Yamir Knight - 172250,JhaQuan Jackson - 101135,72.84
1931,Yamir Knight - 172250,Jamari Thrash - 97399,68.3
1932,Yamir Knight - 172250,Chris Finke - 33014,63.46
1933,Yamir Knight - 172250,Jalen Nailor - 84292,61.72
1934,Yamir Knight - 172250,Kermit Whitfield - 12177,61.38
1935,Dalton Carnes - 173042,Cornell Powell - 40689,84.92
1936,Dalton Carnes - 173042,Quartney Davis - 39931,83.39
1937,Dalton Carnes - 173042,Jalen Brooks - 111284,83.11
1938,Dalton Carnes - 173042,Michael Woods - 84117,76.32
1939,Dalton Carnes - 173042,Riley Ridley - 47933,73.83
1940,Dane Pardridge - 158042,Tyrie Cleveland - 42134,56.48
1941,Dane Pardridge - 158042,Cornelius Johnson - 97996,55.07
1942,Dane Pardridge - 158042,Cornell Powell - 40689,43.45
1943,Dane Pardridge - 158042,Stephen Guidry - 84308,42.86
1944,Dane Pardridge - 158042,Jester Weah - 48162,42.27
1945,Tailique Williams - 123867,JMon Moore - 48316,85.81
1946,Tailique Williams - 123867,KaRaun White - 47784,69.13
1947,Tailique Williams - 123867,Michael Woods - 84117,63.05
1948,Tailique Williams - 123867,Jaleel Scott - 48097,58.6
1949,Tailique Williams - 123867,Cornell Powell - 40689,58.09
1950,Trey Goodman - 149142,Tyrie Cleveland - 42134,62.72
1951,Trey Goodman - 149142,Cornelius Johnson - 97996,51.92
1952,Trey Goodman - 149142,Stephen Guidry - 84308,43.64
1953,Trey Goodman - 149142,Jester Weah - 48162,37.6
1954,Trey Goodman - 149142,Cornell Powell - 40689,35.71
1955,Marcus Bellon - 104082,Jalen McMillan - 131905,68.28
1956,Marcus Bellon - 104082,Jalen Nailor - 84292,67.66
1957,Marcus Bellon - 104082,Rico Bussey - 45380,65.88
1958,Marcus Bellon - 104082,Dillon Mitchell - 42338,60.75
1959,Marcus Bellon - 104082,Antoine Green - 77985,56.68
1960,Noah Smith - 104112,Jalen Nailor - 84292,77.17
1961,Noah Smith - 104112,JhaQuan Jackson - 101135,71.65
1962,Noah Smith - 104112,Jamari Thrash - 97399,71.57
1963,Noah Smith - 104112,Chris Finke - 33014,70.53
1964,Noah Smith - 104112,Rico Bussey - 45380,60.13
1965,Treyshun Hurry - 159085,Jalen McMillan - 131905,77.35
1966,Treyshun Hurry - 159085,Dillon Mitchell - 42338,69.59
1967,Treyshun Hurry - 159085,Antoine Green - 77985,65.54
1968,Treyshun Hurry - 159085,Tim Jones - 61669,60.46
1969,Treyshun Hurry - 159085,Cornell Powell - 40689,57.25
1970,Cole Turner - 156239,Tyrie Cleveland - 42134,63.07
1971,Cole Turner - 156239,Cornelius Johnson - 97996,56.76
1972,Cole Turner - 156239,Brandon Smith - 61327,44.1
1973,Cole Turner - 156239,Racey McMath - 61401,39.24
1974,Cole Turner - 156239,Jonathan Adams - 61148,38.69
1975,Spencer Curtis - 63709,Stephen Guidry - 84308,55.49
1976,Spencer Curtis - 63709,Jalen Brooks - 111284,53.3
1977,Spencer Curtis - 63709,Quartney Davis - 39931,52.39
1978,Spencer Curtis - 63709,Cornell Powell - 40689,51.72
1979,Spencer Curtis - 63709,Rico Bussey - 45380,50.56
1980,Jay Etheridge - 184073,Davon Grayson - 38079,56.13
1981,Jay Etheridge - 184073,Stephen Guidry - 84308,46.67
1982,Jay Etheridge - 184073,Quartney Davis - 39931,46.31
1983,Jay Etheridge - 184073,Cornell Powell - 40689,42.7
1984,Jay Etheridge - 184073,TJ Vasher - 42135,34.36
1985,Senika McKie - 158142,Cornell Powell - 40689,54.29
1986,Senika McKie - 158142,Quartney Davis - 39931,51.59
1987,Senika McKie - 158142,Stephen Guidry - 84308,48.96
1988,Senika McKie - 158142,Davon Grayson - 38079,48.85
1989,Senika McKie - 158142,Jonathan Adams - 61148,47.17
1990,Trell Harris - 163133,Tyrie Cleveland - 42134,56.12
1991,Trell Harris - 163133,Cornelius Johnson - 97996,54.8
1992,Trell Harris - 163133,Jester Weah - 48162,44.47
1993,Trell Harris - 163133,Stephen Guidry - 84308,42.64
1994,Trell Harris - 163133,Cornell Powell - 40689,42.63
1995,Damon Ward - 100880,Dillon Mitchell - 42338,64.02
1996,Damon Ward - 100880,Cornell Powell - 40689,61.28
1997,Damon Ward - 100880,Antoine Green - 77985,59.52
